tenant_id,decision_id,animal_id,decision_type,action,reason_code,recommendation_id,user_id,created_at,metadata_json
default,DC_00046,3173,open_cow_long,resync_protocol,alert_response,AL_00079,9000002,2026-05-08,"{""alert_id"": ""AL_00079"", ""severity"": ""medium""}"
default,DC_00047,3175,open_cow_long,cull_recommended,alert_response,AL_00080,9000002,2026-05-05,"{""alert_id"": ""AL_00080"", ""severity"": ""medium""}"
default,DC_00048,3176,open_cow_long,resync_protocol,alert_response,AL_00082,9000002,2026-05-05,"{""alert_id"": ""AL_00082"", ""severity"": ""medium""}"
default,DC_00049,3181,open_cow_long,resync_protocol,alert_response,AL_00085,9000002,2026-05-08,"{""alert_id"": ""AL_00085"", ""severity"": ""medium""}"
default,DC_00050,3186,open_cow_long,deferred,alert_response,AL_00086,9000002,2026-05-07,"{""alert_id"": ""AL_00086"", ""severity"": ""medium""}"
default,DC_00051,3187,open_cow_long,resync_protocol,alert_response,AL_00088,9000002,2026-05-07,"{""alert_id"": ""AL_00088"", ""severity"": ""medium""}"
default,DC_00052,3198,open_cow_long,deferred,alert_response,AL_00091,9000002,2026-05-04,"{""alert_id"": ""AL_00091"", ""severity"": ""medium""}"
default,DC_00053,3202,open_cow_long,deferred,alert_response,AL_00092,9000002,2026-05-06,"{""alert_id"": ""AL_00092"", ""severity"": ""medium""}"
default,DC_00054,3204,open_cow_long,resync_protocol,alert_response,AL_00093,9000002,2026-05-06,"{""alert_id"": ""AL_00093"", ""severity"": ""medium""}"
default,DC_00055,3208,low_yield_drop,monitor,alert_response,AL_00094,9000002,2026-05-07,"{""alert_id"": ""AL_00094"", ""severity"": ""low""}"
default,DC_00056,3212,open_cow_long,resync_protocol,alert_response,AL_00096,9000002,2026-05-02,"{""alert_id"": ""AL_00096"", ""severity"": ""medium""}"
default,DC_00057,3216,open_cow_long,deferred,alert_response,AL_00098,9000002,2026-05-05,"{""alert_id"": ""AL_00098"", ""severity"": ""medium""}"
default,DC_00058,3223,low_yield_drop,monitor,alert_response,AL_00101,9000002,2026-05-08,"{""alert_id"": ""AL_00101"", ""severity"": ""medium""}"
default,DC_00059,3230,open_cow_long,cull_recommended,alert_response,AL_00105,9000002,2026-05-04,"{""alert_id"": ""AL_00105"", ""severity"": ""medium""}"
default,DC_00060,3232,low_yield_drop,monitor,alert_response,AL_00106,9000002,2026-05-03,"{""alert_id"": ""AL_00106"", ""severity"": ""medium""}"
default,DC_00061,3242,low_yield_drop,deferred,alert_response,AL_00109,9000002,2026-05-07,"{""alert_id"": ""AL_00109"", ""severity"": ""medium""}"
default,DC_00062,3246,low_yield_drop,monitor,alert_response,AL_00110,9000002,2026-05-02,"{""alert_id"": ""AL_00110"", ""severity"": ""medium""}"
default,DC_00063,3248,open_cow_long,deferred,alert_response,AL_00111,9000002,2026-05-05,"{""alert_id"": ""AL_00111"", ""severity"": ""medium""}"
default,DC_00064,3252,open_cow_long,cull_recommended,alert_response,AL_00113,9000002,2026-05-08,"{""alert_id"": ""AL_00113"", ""severity"": ""medium""}"
default,DC_00065,3255,open_cow_long,deferred,alert_response,AL_00114,9000002,2026-05-04,"{""alert_id"": ""AL_00114"", ""severity"": ""medium""}"
default,DC_00066,3261,low_yield_drop,deferred,alert_response,AL_00117,9000002,2026-05-08,"{""alert_id"": ""AL_00117"", ""severity"": ""low""}"
default,DC_00067,3264,open_cow_long,cull_recommended,alert_response,AL_00118,9000002,2026-05-06,"{""alert_id"": ""AL_00118"", ""severity"": ""medium""}"
default,DC_00068,3268,open_cow_long,deferred,alert_response,AL_00119,9000002,2026-05-06,"{""alert_id"": ""AL_00119"", ""severity"": ""medium""}"
default,DC_00069,3269,open_cow_long,cull_recommended,alert_response,AL_00121,9000002,2026-05-03,"{""alert_id"": ""AL_00121"", ""severity"": ""medium""}"
default,DC_00070,3272,open_cow_long,cull_recommended,alert_response,AL_00123,9000002,2026-05-04,"{""alert_id"": ""AL_00123"", ""severity"": ""medium""}"
default,DC_00071,3275,open_cow_long,cull_recommended,alert_response,AL_00124,9000002,2026-05-08,"{""alert_id"": ""AL_00124"", ""severity"": ""medium""}"
default,DC_00072,3277,open_cow_long,deferred,alert_response,AL_00125,9000002,2026-05-04,"{""alert_id"": ""AL_00125"", ""severity"": ""medium""}"
default,DC_00073,3285,open_cow_long,resync_protocol,alert_response,AL_00127,9000002,2026-05-05,"{""alert_id"": ""AL_00127"", ""severity"": ""medium""}"
default,DC_00074,3289,open_cow_long,cull_recommended,alert_response,AL_00129,9000002,2026-05-05,"{""alert_id"": ""AL_00129"", ""severity"": ""medium""}"
default,DC_00075,3299,open_cow_long,deferred,alert_response,AL_00131,9000002,2026-05-04,"{""alert_id"": ""AL_00131"", ""severity"": ""medium""}"
default,DC_00076,3315,open_cow_long,cull_recommended,alert_response,AL_00138,9000002,2026-05-08,"{""alert_id"": ""AL_00138"", ""severity"": ""medium""}"
default,DC_00077,3318,open_cow_long,cull_recommended,alert_response,AL_00140,9000002,2026-05-04,"{""alert_id"": ""AL_00140"", ""severity"": ""medium""}"
default,DC_00078,3322,open_cow_long,resync_protocol,alert_response,AL_00141,9000002,2026-05-08,"{""alert_id"": ""AL_00141"", ""severity"": ""medium""}"
default,DC_00079,3324,lameness,treat_protocol,alert_response,AL_00143,9000002,2026-05-08,"{""alert_id"": ""AL_00143"", ""severity"": ""medium""}"
default,DC_00080,3325,open_cow_long,resync_protocol,alert_response,AL_00144,9000002,2026-05-02,"{""alert_id"": ""AL_00144"", ""severity"": ""medium""}"
default,DC_00081,3327,open_cow_long,resync_protocol,alert_response,AL_00145,9000002,2026-05-05,"{""alert_id"": ""AL_00145"", ""severity"": ""medium""}"
default,DC_00082,3328,open_cow_long,resync_protocol,alert_response,AL_00147,9000002,2026-05-07,"{""alert_id"": ""AL_00147"", ""severity"": ""medium""}"
default,DC_00083,3333,open_cow_long,resync_protocol,alert_response,AL_00148,9000002,2026-05-03,"{""alert_id"": ""AL_00148"", ""severity"": ""medium""}"
default,DC_00084,3334,open_cow_long,cull_recommended,alert_response,AL_00149,9000002,2026-05-03,"{""alert_id"": ""AL_00149"", ""severity"": ""medium""}"
default,DC_00085,3336,low_yield_drop,monitor,alert_response,AL_00150,9000002,2026-04-30,"{""alert_id"": ""AL_00150"", ""severity"": ""medium""}"
default,DC_00086,3341,open_cow_long,deferred,alert_response,AL_00151,9000002,2026-05-06,"{""alert_id"": ""AL_00151"", ""severity"": ""medium""}"
default,DC_00087,3347,low_yield_drop,monitor,alert_response,AL_00154,9000002,2026-05-05,"{""alert_id"": ""AL_00154"", ""severity"": ""medium""}"
