animal_id,farm_id,ear_tag,breed,sex,birth_date,is_alive,status
3067,INV_FARM_001,3067,Holstein,F,2023-12-26,true,active
3068,INV_FARM_001,3068,Holstein,F,2024-04-28,true,active
3069,INV_FARM_001,3069,Holstein,F,2022-09-07,true,active
3070,INV_FARM_001,3070,Holstein,F,2021-11-29,true,active
3071,INV_FARM_001,3071,Holstein,F,2022-06-14,true,active
3072,INV_FARM_001,3072,Holstein,F,2023-04-28,true,active
3073,INV_FARM_001,3073,Holstein,F,2023-03-30,true,active
3074,INV_FARM_001,3074,Holstein,F,2022-08-31,true,active
3075,INV_FARM_001,3075,Holstein,F,2024-01-08,true,active
3076,INV_FARM_001,3076,Holstein,F,2022-09-01,true,active
3077,INV_FARM_001,3077,Holstein,F,2023-11-28,true,active
3078,INV_FARM_001,3078,Holstein,F,2022-03-11,true,active
3079,INV_FARM_001,3079,Holstein,F,2022-12-07,true,active
3080,INV_FARM_001,3080,Holstein,F,2024-03-20,true,active
3081,INV_FARM_001,3081,Holstein,F,2024-03-27,true,active
3082,INV_FARM_001,3082,Holstein,F,2023-10-14,true,active
3083,INV_FARM_001,3083,Holstein,F,2023-11-04,true,active
3084,INV_FARM_001,3084,Holstein,F,2022-12-10,true,active
3085,INV_FARM_001,3085,Holstein,F,2021-03-07,true,active
3086,INV_FARM_001,3086,Holstein,F,2021-10-09,true,active
3087,INV_FARM_001,3087,Holstein,F,2022-12-06,true,active
3088,INV_FARM_001,3088,Holstein,F,2022-11-30,true,active
3089,INV_FARM_001,3089,Holstein,F,2022-12-18,true,active
3090,INV_FARM_001,3090,Holstein,F,2022-10-31,true,active
3091,INV_FARM_001,3091,Holstein,F,2023-03-07,true,active
3092,INV_FARM_001,3092,Holstein,F,2023-04-02,true,active
3093,INV_FARM_001,3093,Holstein,F,2022-07-28,true,active
3094,INV_FARM_001,3094,Holstein,F,2022-11-22,true,active
3095,INV_FARM_001,3095,Holstein,F,2021-04-28,true,active
3096,INV_FARM_001,3096,Holstein,F,2024-01-17,true,active
3097,INV_FARM_001,3097,Holstein,F,2024-03-21,true,active
3098,INV_FARM_001,3098,Holstein,F,2022-09-21,true,active
3099,INV_FARM_001,3099,Holstein,F,2024-03-04,true,active
3100,INV_FARM_001,3100,Holstein,F,2023-01-03,true,active
3101,INV_FARM_001,3101,Holstein,F,2022-02-28,true,active
3102,INV_FARM_001,3102,Holstein,F,2024-03-01,true,active
3103,INV_FARM_001,3103,Holstein,F,2023-06-02,true,active
3104,INV_FARM_001,3104,Holstein,F,2023-02-16,true,active
3105,INV_FARM_001,3105,Holstein,F,2022-06-29,true,active
3106,INV_FARM_001,3106,Holstein,F,2022-10-05,true,active
3107,INV_FARM_001,3107,Holstein,F,2021-12-03,true,active
3108,INV_FARM_001,3108,Holstein,F,2023-08-04,true,active
3109,INV_FARM_001,3109,Holstein,F,2020-11-07,true,active
3110,INV_FARM_001,3110,Holstein,F,2020-02-12,true,active
3111,INV_FARM_001,3111,Holstein,F,2020-09-24,true,active
3112,INV_FARM_001,3112,Holstein,F,2023-06-16,true,active
3113,INV_FARM_001,3113,Holstein,F,2020-09-26,true,active
3114,INV_FARM_001,3114,Holstein,F,2020-05-14,true,active
3115,INV_FARM_001,3115,Holstein,F,2021-01-15,true,active
3116,INV_FARM_001,3116,Holstein,F,2022-10-03,true,active
3117,INV_FARM_001,3117,Holstein,F,2023-11-15,true,active
3118,INV_FARM_001,3118,Holstein,F,2023-05-06,true,active
3119,INV_FARM_001,3119,Holstein,F,2020-12-31,true,active
3120,INV_FARM_001,3120,Holstein,F,2022-06-10,true,active
3121,INV_FARM_001,3121,Holstein,F,2022-03-19,true,active
3122,INV_FARM_001,3122,Holstein,F,2022-11-01,true,active
3123,INV_FARM_001,3123,Holstein,F,2024-03-02,true,active
3124,INV_FARM_001,3124,Holstein,F,2022-10-19,true,active
3125,INV_FARM_001,3125,Holstein,F,2022-06-25,true,active
3126,INV_FARM_001,3126,Holstein,F,2022-04-14,true,active
3127,INV_FARM_001,3127,Holstein,F,2021-03-23,true,active
3128,INV_FARM_001,3128,Holstein,F,2022-08-29,true,active
3129,INV_FARM_001,3129,Holstein,F,2022-06-17,true,active
3130,INV_FARM_001,3130,Holstein,F,2023-05-03,true,active
3131,INV_FARM_001,3131,Holstein,F,2022-11-16,true,active
3132,INV_FARM_001,3132,Holstein,F,2022-08-08,true,active
3133,INV_FARM_001,3133,Holstein,F,2023-12-04,true,active
3134,INV_FARM_001,3134,Holstein,F,2021-03-10,true,active
3135,INV_FARM_001,3135,Holstein,F,2024-04-09,true,active
3136,INV_FARM_001,3136,Holstein,F,2022-12-23,true,active
3137,INV_FARM_001,3137,Holstein,F,2022-02-21,true,active
3138,INV_FARM_001,3138,Holstein,F,2024-03-14,true,active
3139,INV_FARM_001,3139,Holstein,F,2021-07-29,true,active
3140,INV_FARM_001,3140,Holstein,F,2023-03-31,true,active
3141,INV_FARM_001,3141,Holstein,F,2021-05-11,true,active
3143,INV_FARM_001,3143,Holstein,F,2021-10-08,true,active
3144,INV_FARM_001,3144,Holstein,F,2022-05-06,true,active
3145,INV_FARM_001,3145,Holstein,F,2023-12-18,true,active
3146,INV_FARM_001,3146,Holstein,F,2023-01-31,true,active
3147,INV_FARM_001,3147,Holstein,F,2021-03-26,true,active
3148,INV_FARM_001,3148,Holstein,F,2023-09-15,true,active
3149,INV_FARM_001,3149,Holstein,F,2023-11-21,true,active
3150,INV_FARM_001,3150,Holstein,F,2022-05-01,true,active
3151,INV_FARM_001,3151,Holstein,F,2022-12-04,true,active
3152,INV_FARM_001,3152,Holstein,F,2022-10-16,true,active
3153,INV_FARM_001,3153,Holstein,F,2022-09-02,true,active
3154,INV_FARM_001,3154,Holstein,F,2022-04-11,true,active
3155,INV_FARM_001,3155,Holstein,F,2022-10-01,true,active
3156,INV_FARM_001,3156,Holstein,F,2020-12-06,true,active
3157,INV_FARM_001,3157,Holstein,F,2022-05-10,true,active
3158,INV_FARM_001,3158,Holstein,F,2023-04-09,true,active
3159,INV_FARM_001,3159,Holstein,F,2022-11-07,true,active
3160,INV_FARM_001,3160,Holstein,F,2022-07-30,true,active
3161,INV_FARM_001,3161,Holstein,F,2020-09-13,true,active
3162,INV_FARM_001,3162,Holstein,F,2022-02-07,true,active
3163,INV_FARM_001,3163,Holstein,F,2022-06-25,true,active
3164,INV_FARM_001,3164,Holstein,F,2023-04-08,true,active
3165,INV_FARM_001,3165,Holstein,F,2022-11-30,true,active
3166,INV_FARM_001,3166,Holstein,F,2020-06-13,true,active
3167,INV_FARM_001,3167,Holstein,F,2023-01-18,true,active
3168,INV_FARM_001,3168,Holstein,F,2021-08-25,true,active
3169,INV_FARM_001,3169,Holstein,F,2024-03-31,true,active
3170,INV_FARM_001,3170,Holstein,F,2022-04-19,true,active
3171,INV_FARM_001,3171,Holstein,F,2024-06-04,true,active
3172,INV_FARM_001,3172,Holstein,F,2024-02-19,true,active
3173,INV_FARM_001,3173,Holstein,F,2023-11-15,true,active
3174,INV_FARM_001,3174,Holstein,F,2023-12-16,true,active
3175,INV_FARM_001,3175,Holstein,F,2020-10-28,true,active
3176,INV_FARM_001,3176,Holstein,F,2021-09-13,true,active
3177,INV_FARM_001,3177,Holstein,F,2021-03-27,true,active
3178,INV_FARM_001,3178,Holstein,F,2021-02-21,true,active
3179,INV_FARM_001,3179,Holstein,F,2024-03-11,true,active
3180,INV_FARM_001,3180,Holstein,F,2021-01-12,true,active
3181,INV_FARM_001,3181,Holstein,F,2022-07-09,true,active
3182,INV_FARM_001,3182,Holstein,F,2022-02-11,true,active
3183,INV_FARM_001,3183,Holstein,F,2022-01-16,true,active
3184,INV_FARM_001,3184,Holstein,F,2022-12-12,true,active
3185,INV_FARM_001,3185,Holstein,F,2021-02-17,true,active
3186,INV_FARM_001,3186,Holstein,F,2022-08-15,true,active
3187,INV_FARM_001,3187,Holstein,F,2023-06-19,true,active
3188,INV_FARM_001,3188,Holstein,F,2023-03-29,true,active
3189,INV_FARM_001,3189,Holstein,F,2021-09-05,true,active
3190,INV_FARM_001,3190,Holstein,F,2023-02-12,true,active
3191,INV_FARM_001,3191,Holstein,F,2024-01-09,true,active
3192,INV_FARM_001,3192,Holstein,F,2024-04-24,true,active
3193,INV_FARM_001,3193,Holstein,F,2020-12-04,true,active
3194,INV_FARM_001,3194,Holstein,F,2024-01-02,true,active
3195,INV_FARM_001,3195,Holstein,F,2023-10-01,true,active
3196,INV_FARM_001,3196,Holstein,F,2020-10-12,true,active
3197,INV_FARM_001,3197,Holstein,F,2022-03-13,true,active
3198,INV_FARM_001,3198,Holstein,F,2020-06-28,true,active
3199,INV_FARM_001,3199,Holstein,F,2023-01-24,true,active
3200,INV_FARM_001,3200,Holstein,F,2022-02-02,true,active
3201,INV_FARM_001,3201,Holstein,F,2021-11-28,true,active
3202,INV_FARM_001,3202,Holstein,F,2023-12-14,true,active
3203,INV_FARM_001,3203,Holstein,F,2022-08-27,true,active
3204,INV_FARM_001,3204,Holstein,F,2022-07-23,true,active
3205,INV_FARM_001,3205,Holstein,F,2021-01-16,true,active
3206,INV_FARM_001,3206,Holstein,F,2024-03-02,true,active
3207,INV_FARM_001,3207,Holstein,F,2022-08-16,true,active
3208,INV_FARM_001,3208,Holstein,F,2023-05-09,true,active
3209,INV_FARM_001,3209,Holstein,F,2021-03-04,true,active
3210,INV_FARM_001,3210,Holstein,F,2023-11-17,true,active
3211,INV_FARM_001,3211,Holstein,F,2023-02-19,true,active
3212,INV_FARM_001,3212,Holstein,F,2022-09-21,true,active
3213,INV_FARM_001,3213,Holstein,F,2021-04-21,true,active
3214,INV_FARM_001,3214,Holstein,F,2024-04-15,true,active
3215,INV_FARM_001,3215,Holstein,F,2021-12-03,true,active
3216,INV_FARM_001,3216,Holstein,F,2023-11-10,true,active
3217,INV_FARM_001,3217,Holstein,F,2023-12-25,true,active
3218,INV_FARM_001,3218,Holstein,F,2023-12-09,true,active
3219,INV_FARM_001,3219,Holstein,F,2024-04-04,true,active
3220,INV_FARM_001,3220,Holstein,F,2024-01-21,true,active
3221,INV_FARM_001,3221,Holstein,F,2022-11-04,true,active
3222,INV_FARM_001,3222,Holstein,F,2020-10-09,true,active
3223,INV_FARM_001,3223,Holstein,F,2022-03-01,true,active
3224,INV_FARM_001,3224,Holstein,F,2022-11-21,true,active
3225,INV_FARM_001,3225,Holstein,F,2022-04-03,true,active
3226,INV_FARM_001,3226,Holstein,F,2022-07-27,true,active
3227,INV_FARM_001,3227,Holstein,F,2023-02-25,true,active
3228,INV_FARM_001,3228,Holstein,F,2022-01-02,true,active
3229,INV_FARM_001,3229,Holstein,F,2021-12-27,true,active
3230,INV_FARM_001,3230,Holstein,F,2021-10-22,true,active
3231,INV_FARM_001,3231,Holstein,F,2021-12-10,true,active
3232,INV_FARM_001,3232,Holstein,F,2024-02-14,true,active
3233,INV_FARM_001,3233,Holstein,F,2022-12-25,true,active
3234,INV_FARM_001,3234,Holstein,F,2022-01-09,true,active
3235,INV_FARM_001,3235,Holstein,F,2020-05-14,true,active
3236,INV_FARM_001,3236,Holstein,F,2024-01-14,true,active
3237,INV_FARM_001,3237,Holstein,F,2023-03-09,true,active
3238,INV_FARM_001,3238,Holstein,F,2024-01-02,true,active
3239,INV_FARM_001,3239,Holstein,F,2022-04-01,true,active
3240,INV_FARM_001,3240,Holstein,F,2023-11-05,true,active
3241,INV_FARM_001,3241,Holstein,F,2022-02-02,true,active
3242,INV_FARM_001,3242,Holstein,F,2020-12-20,true,active
3243,INV_FARM_001,3243,Holstein,F,2022-10-09,true,active
3244,INV_FARM_001,3244,Holstein,F,2023-01-10,true,active
3245,INV_FARM_001,3245,Holstein,F,2024-04-04,true,active
3246,INV_FARM_001,3246,Holstein,F,2023-04-29,true,active
3247,INV_FARM_001,3247,Holstein,F,2024-02-16,true,active
3248,INV_FARM_001,3248,Holstein,F,2022-12-11,true,active
3249,INV_FARM_001,3249,Holstein,F,2021-09-01,true,active
3250,INV_FARM_001,3250,Holstein,F,2022-01-16,true,active
3251,INV_FARM_001,3251,Holstein,F,2021-11-20,true,active
3252,INV_FARM_001,3252,Holstein,F,2024-01-08,true,active
3253,INV_FARM_001,3253,Holstein,F,2020-12-01,true,active
3254,INV_FARM_001,3254,Holstein,F,2022-11-04,true,active
3255,INV_FARM_001,3255,Holstein,F,2020-10-17,true,active
3256,INV_FARM_001,3256,Holstein,F,2023-02-28,true,active
3257,INV_FARM_001,3257,Holstein,F,2020-11-04,true,active
3258,INV_FARM_001,3258,Holstein,F,2021-02-02,true,active
3259,INV_FARM_001,3259,Holstein,F,2022-01-11,true,active
3260,INV_FARM_001,3260,Holstein,F,2022-03-12,true,active
3261,INV_FARM_001,3261,Holstein,F,2022-01-08,true,active
3262,INV_FARM_001,3262,Holstein,F,2021-01-23,true,active
3263,INV_FARM_001,3263,Holstein,F,2023-04-11,true,active
3264,INV_FARM_001,3264,Holstein,F,2022-09-13,true,active
3265,INV_FARM_001,3265,Holstein,F,2022-12-09,true,active
3266,INV_FARM_001,3266,Holstein,F,2022-11-30,true,active
3267,INV_FARM_001,3267,Holstein,F,2022-11-10,true,active
3268,INV_FARM_001,3268,Holstein,F,2020-01-05,true,active
3269,INV_FARM_001,3269,Holstein,F,2021-09-27,true,active
3270,INV_FARM_001,3270,Holstein,F,2023-05-05,true,active
3271,INV_FARM_001,3271,Holstein,F,2022-01-02,true,active
3272,INV_FARM_001,3272,Holstein,F,2023-10-15,true,active
3273,INV_FARM_001,3273,Holstein,F,2023-04-27,true,active
3274,INV_FARM_001,3274,Holstein,F,2021-01-20,true,active
3275,INV_FARM_001,3275,Holstein,F,2021-11-10,true,active
3276,INV_FARM_001,3276,Holstein,F,2023-01-21,true,active
3277,INV_FARM_001,3277,Holstein,F,2022-07-12,true,active
3278,INV_FARM_001,3278,Holstein,F,2024-05-30,true,active
3279,INV_FARM_001,3279,Holstein,F,2022-01-07,true,active
3280,INV_FARM_001,3280,Holstein,F,2021-03-21,true,active
3281,INV_FARM_001,3281,Holstein,F,2024-04-11,true,active
3282,INV_FARM_001,3282,Holstein,F,2022-07-15,true,active
3283,INV_FARM_001,3283,Holstein,F,2021-10-30,true,active
3284,INV_FARM_001,3284,Holstein,F,2020-05-05,true,active
3285,INV_FARM_001,3285,Holstein,F,2022-09-28,true,active
3286,INV_FARM_001,3286,Holstein,F,2020-12-31,true,active
3287,INV_FARM_001,3287,Holstein,F,2022-01-08,true,active
3288,INV_FARM_001,3288,Holstein,F,2023-03-16,true,active
3289,INV_FARM_001,3289,Holstein,F,2023-08-28,true,active
3290,INV_FARM_001,3290,Holstein,F,2024-04-20,true,active
3291,INV_FARM_001,3291,Holstein,F,2023-02-08,true,active
3292,INV_FARM_001,3292,Holstein,F,2024-04-02,true,active
3293,INV_FARM_001,3293,Holstein,F,2022-11-10,true,active
3294,INV_FARM_001,3294,Holstein,F,2024-05-03,true,active
3295,INV_FARM_001,3295,Holstein,F,2024-05-02,true,active
3296,INV_FARM_001,3296,Holstein,F,2023-01-21,true,active
3297,INV_FARM_001,3297,Holstein,F,2022-07-13,true,active
3298,INV_FARM_001,3298,Holstein,F,2021-06-26,true,active
3299,INV_FARM_001,3299,Holstein,F,2020-03-27,true,active
3300,INV_FARM_001,3300,Holstein,F,2024-01-17,true,active
3301,INV_FARM_001,3301,Holstein,F,2020-07-07,true,active
3302,INV_FARM_001,3302,Holstein,F,2024-04-17,true,active
3303,INV_FARM_001,3303,Holstein,F,2023-01-01,true,active
3304,INV_FARM_001,3304,Holstein,F,2023-12-29,true,active
3305,INV_FARM_001,3305,Holstein,F,2020-12-02,true,active
3306,INV_FARM_001,3306,Holstein,F,2023-07-02,true,active
3307,INV_FARM_001,3307,Holstein,F,2022-12-11,true,active
3308,INV_FARM_001,3308,Holstein,F,2022-11-28,true,active
3309,INV_FARM_001,3309,Holstein,F,2021-02-28,true,active
3310,INV_FARM_001,3310,Holstein,F,2023-02-17,true,active
3311,INV_FARM_001,3311,Holstein,F,2022-03-14,true,active
3312,INV_FARM_001,3312,Holstein,F,2023-03-02,true,active
3313,INV_FARM_001,3313,Holstein,F,2021-05-31,true,active
3314,INV_FARM_001,3314,Holstein,F,2023-02-04,true,active
3315,INV_FARM_001,3315,Holstein,F,2022-05-27,true,active
3316,INV_FARM_001,3316,Holstein,F,2023-03-26,true,active
3317,INV_FARM_001,3317,Holstein,F,2023-12-01,true,active
3318,INV_FARM_001,3318,Holstein,F,2023-11-06,true,active
3319,INV_FARM_001,3319,Holstein,F,2023-01-09,true,active
3320,INV_FARM_001,3320,Holstein,F,2024-03-24,true,active
3321,INV_FARM_001,3321,Holstein,F,2024-04-24,true,active
3322,INV_FARM_001,3322,Holstein,F,2023-08-16,true,active
3323,INV_FARM_001,3323,Holstein,F,2023-02-17,true,active
3324,INV_FARM_001,3324,Holstein,F,2023-03-08,true,active
3325,INV_FARM_001,3325,Holstein,F,2023-12-13,true,active
3326,INV_FARM_001,3326,Holstein,F,2021-03-23,true,active
3327,INV_FARM_001,3327,Holstein,F,2023-03-04,true,active
3328,INV_FARM_001,3328,Holstein,F,2021-07-14,true,active
3329,INV_FARM_001,3329,Holstein,F,2024-01-05,true,active
3330,INV_FARM_001,3330,Holstein,F,2022-07-11,true,active
3331,INV_FARM_001,3331,Holstein,F,2022-04-13,true,active
3332,INV_FARM_001,3332,Holstein,F,2022-12-26,true,active
3333,INV_FARM_001,3333,Holstein,F,2020-08-27,true,active
3334,INV_FARM_001,3334,Holstein,F,2022-03-10,true,active
3335,INV_FARM_001,3335,Holstein,F,2020-04-26,true,active
3336,INV_FARM_001,3336,Holstein,F,2022-05-07,true,active
3337,INV_FARM_001,3337,Holstein,F,2023-02-28,true,active
3338,INV_FARM_001,3338,Holstein,F,2022-12-02,true,active
3339,INV_FARM_001,3339,Holstein,F,2023-01-08,true,active
3340,INV_FARM_001,3340,Holstein,F,2022-08-31,true,active
3341,INV_FARM_001,3341,Holstein,F,2023-03-10,true,active
3342,INV_FARM_001,3342,Holstein,F,2024-03-26,true,active
3343,INV_FARM_001,3343,Holstein,F,2021-12-23,true,active
3344,INV_FARM_001,3344,Holstein,F,2024-04-23,true,active
3345,INV_FARM_001,3345,Holstein,F,2023-01-21,true,active
3346,INV_FARM_001,3346,Holstein,F,2020-10-17,true,active
3347,INV_FARM_001,3347,Holstein,F,2023-04-01,true,active
