tenant_id,animal_id,test_date,milk_kg,fat_pct,protein_pct,scc_cells_ml
default,3024,2026-02-05,25.99,4.03,3.35,142373
default,3024,2026-01-05,27.59,3.93,3.16,328649
default,3024,2025-12-05,25.69,3.9,3.14,162213
default,3025,2026-05-05,30.97,4.06,3.29,325046
default,3025,2026-04-05,46.81,3.73,3.22,80000
default,3025,2026-03-05,48.74,4.01,3.38,80000
default,3025,2026-02-05,30.25,4.04,3.22,224915
default,3025,2026-01-05,47.16,3.85,3.38,300605
default,3025,2025-12-05,32.11,4.0,3.37,327198
default,3026,2026-05-05,40.15,3.61,3.08,479794
default,3026,2026-04-05,39.13,4.09,3.03,80764
default,3026,2026-03-05,34.07,3.7,3.03,80000
default,3026,2026-02-05,37.42,3.8,3.12,218983
default,3026,2026-01-05,40.77,3.85,3.33,239185
default,3026,2025-12-05,30.79,4.07,3.25,278395
default,3027,2026-05-05,39.99,3.9,3.04,152595
default,3027,2026-04-05,28.55,3.55,3.14,250504
default,3027,2026-03-05,43.39,3.81,3.08,533438
default,3027,2026-02-05,47.03,3.94,3.23,80000
default,3027,2026-01-05,29.81,4.0,3.22,80000
default,3027,2025-12-05,30.58,3.75,3.01,436878
default,3028,2026-05-05,37.72,3.92,3.16,188636
default,3028,2026-04-05,35.53,3.78,3.02,305697
default,3028,2026-03-05,39.72,3.82,3.15,168493
default,3028,2026-02-05,33.54,3.85,3.08,161890
default,3028,2026-01-05,27.15,3.58,3.05,80000
default,3028,2025-12-05,29.21,3.93,3.14,487909
default,3029,2026-05-05,43.26,3.95,3.25,345232
default,3029,2026-04-05,39.54,3.97,3.12,332673
default,3029,2026-03-05,37.89,4.08,3.38,80000
default,3029,2026-02-05,46.07,3.74,3.24,202642
default,3029,2026-01-05,52.45,3.62,3.0,222894
default,3029,2025-12-05,40.74,3.82,3.19,151143
default,3030,2026-05-05,40.74,3.89,3.2,80000
default,3030,2026-04-05,39.86,3.91,3.22,457209
default,3030,2026-03-05,41.92,3.56,3.15,80000
default,3030,2026-02-05,47.31,3.92,3.31,86485
default,3030,2026-01-05,45.37,3.67,3.26,362770
default,3030,2025-12-05,43.8,3.75,3.03,80000
default,3031,2026-05-05,36.77,3.55,3.1,345897
default,3031,2026-04-05,49.24,3.82,3.03,133215
default,3031,2026-03-05,38.14,3.89,3.03,564741
default,3031,2026-02-05,36.76,3.59,3.05,354896
default,3031,2026-01-05,35.68,3.76,3.17,247094
default,3031,2025-12-05,38.68,4.08,3.17,262003
default,3032,2026-05-05,27.95,3.67,3.19,80000
default,3032,2026-04-05,41.03,4.09,3.16,343229
default,3032,2026-03-05,41.09,3.9,3.1,82059
default,3032,2026-02-05,29.77,3.73,3.2,282705
default,3032,2026-01-05,31.69,3.51,3.25,80000
default,3032,2025-12-05,38.69,4.01,3.04,190308
default,3033,2026-05-05,27.45,3.65,3.25,206502
default,3033,2026-04-05,23.98,3.77,3.32,80000
default,3033,2026-03-05,27.6,3.77,3.37,329204
default,3033,2026-02-05,41.38,3.94,3.32,280668
default,3033,2026-01-05,30.99,3.66,3.07,274998
default,3033,2025-12-05,39.16,3.86,3.27,286525
default,3034,2026-05-05,28.78,3.87,3.11,313393
default,3034,2026-04-05,30.09,3.55,3.01,80000
default,3034,2026-03-05,32.88,3.84,3.05,107403
default,3034,2026-02-05,38.6,4.09,3.15,327098
default,3034,2026-01-05,46.37,3.84,3.27,274426
default,3034,2025-12-05,47.52,4.0,3.27,146501
default,3035,2026-05-05,29.55,3.74,3.21,403154
default,3035,2026-04-05,28.55,3.86,3.23,331208
default,3035,2026-03-05,30.03,4.02,3.11,222116
default,3035,2026-02-05,36.72,3.89,3.22,330127
default,3035,2026-01-05,52.38,3.51,3.16,369418
default,3035,2025-12-05,32.36,3.61,3.22,181256
default,3036,2026-05-05,43.76,4.1,3.11,205250
default,3036,2026-04-05,45.21,3.72,3.19,382519
default,3036,2026-03-05,29.96,3.54,3.06,80000
default,3036,2026-02-05,43.18,4.05,3.28,479841
default,3036,2026-01-05,46.12,3.67,3.36,133637
default,3036,2025-12-05,45.08,3.56,3.24,262303
default,3037,2026-05-05,52.41,4.0,3.34,160931
default,3037,2026-04-05,44.87,3.68,3.13,125698
default,3037,2026-03-05,35.49,4.05,3.13,254454
default,3037,2026-02-05,29.39,3.55,3.03,166733
default,3037,2026-01-05,46.54,3.71,3.32,80000
default,3037,2025-12-05,40.3,3.86,3.14,718499
default,3038,2026-05-05,38.97,3.91,3.1,364998
default,3038,2026-04-05,42.71,3.78,3.31,637957
default,3038,2026-03-05,39.62,3.81,3.26,249381
default,3038,2026-02-05,47.42,3.63,3.33,86588
default,3038,2026-01-05,46.66,4.0,3.17,142252
default,3038,2025-12-05,44.84,3.52,3.33,173474
default,3039,2026-05-05,43.84,3.9,3.05,333861
default,3039,2026-04-05,37.27,3.91,3.05,405515
default,3039,2026-03-05,43.43,3.6,3.02,129179
default,3039,2026-02-05,44.35,3.88,3.02,137111
default,3039,2026-01-05,42.87,3.62,3.04,380287
default,3039,2025-12-05,39.31,3.84,3.18,305657
default,3040,2026-05-05,37.73,3.77,3.28,106698
default,3040,2026-04-05,32.54,3.87,3.09,313850
default,3040,2026-03-05,25.5,3.73,3.0,365495
default,3040,2026-02-05,28.77,3.67,3.13,294713
default,3040,2026-01-05,40.33,3.96,3.36,347402
default,3040,2025-12-05,29.86,3.81,3.24,223843
default,3041,2026-05-05,44.01,4.06,3.21,80000
default,3041,2026-04-05,26.62,3.89,3.35,232727
default,3041,2026-03-05,42.7,3.86,3.29,258381
default,3041,2026-02-05,42.68,3.7,3.13,282638
default,3041,2026-01-05,46.35,3.85,3.3,194802
default,3041,2025-12-05,38.32,4.09,3.19,80000
default,3042,2026-05-05,25.77,3.98,3.29,513288
default,3042,2026-04-05,36.63,3.75,3.32,400974
default,3042,2026-03-05,33.71,3.51,3.16,436529
default,3042,2026-02-05,31.92,3.71,3.11,268357
default,3042,2026-01-05,32.15,3.69,3.1,392934
default,3042,2025-12-05,43.15,3.82,3.31,80000
default,3043,2026-05-05,23.11,3.64,3.36,359973
default,3043,2026-04-05,34.66,4.07,3.39,214246
default,3043,2026-03-05,41.4,3.89,3.33,179217
default,3043,2026-02-05,25.42,3.93,3.04,284309
default,3043,2026-01-05,33.31,3.54,3.06,80000
default,3043,2025-12-05,36.46,3.88,3.38,441993
default,3044,2026-05-05,44.66,3.91,3.23,373476
default,3044,2026-04-05,46.16,3.66,3.26,637307
default,3044,2026-03-05,28.56,3.81,3.35,307012
default,3044,2026-02-05,40.8,3.75,3.34,80000
default,3044,2026-01-05,42.88,3.98,3.22,175631
default,3044,2025-12-05,42.25,3.83,3.36,80000
default,3045,2026-05-05,35.36,3.58,3.27,366525
default,3045,2026-04-05,40.55,3.67,3.16,283281
default,3045,2026-03-05,34.72,4.06,3.23,293631
default,3045,2026-02-05,34.67,3.67,3.22,402026
default,3045,2026-01-05,34.0,3.54,3.31,276475
default,3045,2025-12-05,34.91,3.98,3.0,473936
default,3046,2026-05-05,37.55,3.9,3.23,538804
default,3046,2026-04-05,28.15,3.77,3.22,690758
default,3046,2026-03-05,28.51,3.86,3.12,429362
default,3046,2026-02-05,23.74,3.51,3.04,176727
default,3046,2026-01-05,23.42,3.67,3.3,188399
default,3046,2025-12-05,32.35,3.97,3.11,236927
default,3047,2026-05-05,27.96,4.06,3.09,238805
default,3047,2026-04-05,25.8,3.51,3.35,340267
default,3047,2026-03-05,36.71,3.62,3.04,214196
default,3047,2026-02-05,34.18,3.97,3.07,287813
default,3047,2026-01-05,36.72,3.63,3.09,396187
default,3047,2025-12-05,35.43,3.54,3.23,273946
default,3048,2026-05-05,28.26,3.88,3.27,153487
default,3048,2026-04-05,41.3,3.62,3.08,80000
default,3048,2026-03-05,28.18,3.84,3.19,443771
default,3048,2026-02-05,25.29,3.78,3.11,80000
default,3048,2026-01-05,27.49,3.7,3.19,455483
default,3048,2025-12-05,35.32,4.04,3.3,170531
default,3049,2026-05-05,36.51,3.61,3.4,287859
default,3049,2026-04-05,28.32,3.76,3.1,186809
default,3049,2026-03-05,36.46,4.07,3.08,268214
default,3049,2026-02-05,42.53,3.9,3.24,276449
default,3049,2026-01-05,48.84,3.65,3.36,275942
default,3049,2025-12-05,38.73,3.91,3.05,176977
default,3050,2026-05-05,24.83,3.87,3.16,145913
default,3050,2026-04-05,45.31,3.79,3.17,320355
default,3050,2026-03-05,25.42,3.98,3.03,150979
default,3050,2026-02-05,43.24,3.9,3.08,80000
default,3050,2026-01-05,38.27,3.57,3.24,518407
default,3050,2025-12-05,42.88,3.67,3.07,80000
default,3051,2026-05-05,35.67,3.65,3.1,105351
default,3051,2026-04-05,25.8,3.83,3.03,322236
default,3051,2026-03-05,33.81,3.76,3.25,220312
default,3051,2026-02-05,47.06,3.77,3.27,176407
default,3051,2026-01-05,41.94,3.98,3.25,326389
default,3051,2025-12-05,43.31,3.99,3.07,286418
default,3052,2026-05-05,42.06,3.97,3.14,245225
default,3052,2026-04-05,34.32,3.83,3.37,229209
default,3052,2026-03-05,42.86,3.73,3.31,80000
default,3052,2026-02-05,31.98,3.9,3.22,180648
default,3052,2026-01-05,36.23,3.8,3.29,650422
default,3052,2025-12-05,32.19,3.83,3.24,230803
default,3053,2026-05-05,32.38,3.51,3.24,554807
default,3053,2026-04-05,32.51,3.75,3.11,173947
default,3053,2026-03-05,48.65,3.56,3.36,357432
default,3053,2026-02-05,32.58,3.77,3.37,323071
default,3053,2026-01-05,30.19,4.0,3.01,329274
default,3053,2025-12-05,45.33,3.86,3.02,80000
default,3054,2026-05-05,37.27,3.79,3.05,412499
default,3054,2026-04-05,25.2,3.81,3.32,80000
default,3054,2026-03-05,44.37,3.76,3.25,387347
default,3054,2026-02-05,34.31,3.99,3.25,457124
default,3054,2026-01-05,39.22,3.57,3.35,402667
default,3054,2025-12-05,32.71,3.83,3.14,400744
default,3055,2026-05-05,25.96,3.77,3.05,80000
default,3055,2026-04-05,36.05,3.81,3.19,299973
default,3055,2026-03-05,27.93,4.05,3.07,410051
default,3055,2026-02-05,26.0,3.89,3.37,171667
default,3055,2026-01-05,31.89,3.99,3.01,649786
default,3055,2025-12-05,36.57,3.91,3.23,80000
default,3056,2026-05-05,44.86,3.61,3.23,393067
default,3056,2026-04-05,28.11,3.66,3.19,80000
default,3056,2026-03-05,32.14,3.68,3.36,160628
default,3056,2026-02-05,29.34,3.91,3.25,97173
default,3056,2026-01-05,35.31,3.81,3.24,292239
default,3056,2025-12-05,48.39,3.58,3.19,429422
default,3057,2026-05-05,31.62,4.03,3.25,599078
default,3057,2026-04-05,50.55,3.77,3.31,599260
default,3057,2026-03-05,50.32,3.71,3.0,112762
default,3057,2026-02-05,50.15,3.77,3.27,80000
default,3057,2026-01-05,35.53,3.58,3.05,565044
default,3057,2025-12-05,29.72,3.51,3.03,150426
default,3058,2026-05-05,39.24,4.03,3.38,80000
default,3058,2026-04-05,29.01,3.96,3.28,358818
default,3058,2026-03-05,34.17,3.73,3.13,413381
default,3058,2026-02-05,25.02,3.96,3.24,80000
default,3058,2026-01-05,31.38,3.94,3.1,216017
default,3058,2025-12-05,33.42,3.59,3.38,604636
default,3059,2026-05-05,42.15,3.81,3.25,80000
default,3059,2026-04-05,44.19,3.58,3.37,80000
default,3059,2026-03-05,37.58,3.78,3.22,335254
default,3059,2026-02-05,29.47,3.76,3.34,410789
default,3059,2026-01-05,40.61,3.5,3.13,315158
default,3059,2025-12-05,39.69,3.73,3.22,270291
default,3060,2026-05-05,36.65,3.55,3.33,634067
default,3060,2026-04-05,45.05,4.02,3.13,466118
default,3060,2026-03-05,29.16,3.67,3.13,80000
default,3060,2026-02-05,28.71,3.73,3.02,522793
default,3060,2026-01-05,35.44,3.77,3.39,205788
default,3060,2025-12-05,34.36,3.62,3.24,710031
default,3061,2026-05-05,34.43,4.06,3.11,80000
default,3061,2026-04-05,36.24,3.52,3.03,109985
default,3061,2026-03-05,32.7,3.86,3.08,242307
default,3061,2026-02-05,44.44,4.0,3.04,604248
default,3061,2026-01-05,34.07,4.07,3.39,345261
default,3061,2025-12-05,31.05,3.58,3.05,505993
default,3062,2026-05-05,33.73,3.95,3.08,80000
default,3062,2026-04-05,47.34,3.88,3.23,358744
default,3062,2026-03-05,34.8,3.91,3.29,564505
default,3062,2026-02-05,41.79,3.67,3.37,209120
default,3062,2026-01-05,42.89,3.75,3.07,501992
default,3062,2025-12-05,39.68,3.8,3.35,194642
default,3063,2026-05-05,43.56,3.79,3.14,243934
default,3063,2026-04-05,29.2,3.98,3.11,80000
default,3063,2026-03-05,33.19,3.7,3.0,122159
default,3063,2026-02-05,23.4,3.96,3.15,255339
default,3063,2026-01-05,35.62,3.72,3.23,243488
default,3063,2025-12-05,28.37,3.71,3.15,80000
default,3064,2026-05-05,29.28,4.09,3.15,556963
default,3064,2026-04-05,45.37,3.93,3.03,232273
default,3064,2026-03-05,37.94,3.74,3.29,80000
default,3064,2026-02-05,43.74,4.03,3.3,187276
default,3064,2026-01-05,34.42,4.03,3.31,491312
default,3064,2025-12-05,40.03,3.71,3.01,278966
default,3065,2026-05-05,51.24,3.68,3.27,80000
default,3065,2026-04-05,41.61,3.97,3.38,138857
default,3065,2026-03-05,34.37,3.99,3.14,546638
default,3065,2026-02-05,50.89,3.68,3.13,196177
default,3065,2026-01-05,30.25,3.92,3.08,114067
default,3065,2025-12-05,37.49,3.6,3.27,100818
default,3066,2026-05-05,35.38,4.06,3.24,80000
default,3066,2026-04-05,24.98,4.05,3.31,158981
default,3066,2026-03-05,27.2,3.78,3.29,282867
default,3066,2026-02-05,33.65,3.87,3.06,224662
default,3066,2026-01-05,41.13,4.02,3.23,201964
default,3066,2025-12-05,42.79,3.83,3.12,207392
default,3067,2026-05-05,44.25,3.82,3.16,80000
default,3067,2026-04-05,45.98,3.75,3.12,80000
default,3067,2026-03-05,36.01,3.75,3.04,303787
default,3067,2026-02-05,48.55,3.95,3.08,548989
default,3067,2026-01-05,29.6,3.97,3.05,221635
default,3067,2025-12-05,39.32,3.76,3.32,311049
default,3068,2026-05-05,41.41,3.93,3.3,90226
default,3068,2026-04-05,41.19,4.08,3.18,585405
default,3068,2026-03-05,39.57,3.87,3.2,175934
default,3068,2026-02-05,31.87,4.03,3.12,291631
default,3068,2026-01-05,43.11,3.87,3.11,289286
default,3068,2025-12-05,30.59,3.52,3.21,549932
default,3069,2026-05-05,44.79,3.89,3.21,233010
default,3069,2026-04-05,43.98,3.77,3.19,307641
default,3069,2026-03-05,35.7,3.86,3.23,442678
default,3069,2026-02-05,24.41,3.78,3.08,339502
default,3069,2026-01-05,41.45,3.56,3.07,148670
default,3069,2025-12-05,29.57,3.85,3.26,363937
default,3070,2026-05-05,34.44,3.71,3.4,567584
default,3070,2026-04-05,40.05,3.88,3.14,587878
default,3070,2026-03-05,38.37,4.0,3.05,95439
default,3070,2026-02-05,35.85,3.67,3.11,80000
default,3070,2026-01-05,27.42,4.08,3.32,478494
default,3070,2025-12-05,41.95,4.09,3.32,279457
default,3071,2026-05-05,39.81,4.09,3.12,454710
default,3071,2026-04-05,32.27,3.99,3.35,351026
default,3071,2026-03-05,34.22,4.03,3.0,250289
default,3071,2026-02-05,38.05,4.08,3.08,274239
default,3071,2026-01-05,42.72,3.67,3.16,150274
default,3071,2025-12-05,26.24,3.68,3.12,345712
default,3072,2026-05-05,30.93,3.61,3.29,284333
default,3072,2026-04-05,33.58,3.67,3.16,184734
default,3072,2026-03-05,27.66,3.66,3.13,80000
default,3072,2026-02-05,36.89,3.55,3.28,474715
default,3072,2026-01-05,41.69,3.98,3.01,316990
default,3072,2025-12-05,45.22,3.54,3.26,240957
default,3073,2026-05-05,39.26,3.9,3.22,203507
default,3073,2026-04-05,32.41,4.08,3.2,331516
default,3073,2026-03-05,27.08,3.98,3.15,91241
default,3073,2026-02-05,27.32,3.8,3.35,80000
default,3073,2026-01-05,34.22,3.52,3.04,593434
default,3073,2025-12-05,30.79,3.79,3.1,328040
default,3074,2026-05-05,29.34,4.05,3.16,450637
default,3074,2026-04-05,44.09,3.81,3.02,270209
default,3074,2026-03-05,39.17,4.04,3.13,455532
default,3074,2026-02-05,49.79,3.9,3.09,80000
default,3074,2026-01-05,42.6,4.01,3.11,389775
default,3074,2025-12-05,34.71,3.76,3.11,323523
default,3075,2026-05-05,30.22,3.89,3.22,461253
default,3075,2026-04-05,42.29,3.83,3.23,128044
default,3075,2026-03-05,44.76,3.72,3.31,353199
default,3075,2026-02-05,39.74,3.53,3.31,226467
default,3075,2026-01-05,47.33,4.06,3.03,357741
default,3075,2025-12-05,38.77,3.56,3.09,148320
default,3076,2026-05-05,46.58,3.51,3.26,485704
default,3076,2026-04-05,37.46,3.67,3.28,80000
default,3076,2026-03-05,25.42,3.5,3.27,99138
default,3076,2026-02-05,46.44,3.61,3.26,368985
default,3076,2026-01-05,42.54,3.96,3.23,154514
default,3076,2025-12-05,27.08,3.85,3.13,559016
default,3077,2026-05-05,27.65,3.67,3.03,466385
default,3077,2026-04-05,36.71,3.75,3.34,121283
default,3077,2026-03-05,36.35,3.91,3.37,205391
default,3077,2026-02-05,46.96,3.86,3.09,147138
default,3077,2026-01-05,28.0,3.77,3.15,505923
default,3077,2025-12-05,31.19,3.76,3.27,124007
default,3078,2026-05-05,37.88,3.65,3.15,227972
default,3078,2026-04-05,32.11,3.8,3.37,366844
default,3078,2026-03-05,36.45,3.75,3.29,437032
default,3078,2026-02-05,42.48,3.67,3.25,487062
default,3078,2026-01-05,33.22,3.77,3.0,514683
default,3078,2025-12-05,38.13,4.06,3.17,421919
default,3079,2026-05-05,29.61,3.78,3.18,446159
default,3079,2026-04-05,49.8,3.61,3.08,246740
default,3079,2026-03-05,45.44,3.92,3.22,200135
default,3079,2026-02-05,45.01,3.86,3.15,377913
default,3079,2026-01-05,33.4,3.93,3.35,170384
default,3079,2025-12-05,28.91,3.55,3.14,80000
default,3080,2026-05-05,53.12,3.94,3.12,182271
default,3080,2026-04-05,43.28,3.6,3.09,80000
default,3080,2026-03-05,46.51,3.51,3.28,316311
default,3080,2026-02-05,50.01,3.92,3.24,169507
default,3080,2026-01-05,40.01,4.04,3.28,295356
default,3080,2025-12-05,39.74,3.65,3.02,493475
default,3081,2026-05-05,48.45,3.69,3.28,93419
default,3081,2026-04-05,46.27,3.92,3.34,246825
default,3081,2026-03-05,39.85,4.02,3.23,740659
default,3081,2026-02-05,46.57,3.76,3.13,323261
default,3081,2026-01-05,33.35,3.72,3.32,646934
default,3081,2025-12-05,26.59,3.73,3.17,438763
default,3082,2026-05-05,34.02,3.8,3.09,387783
default,3082,2026-04-05,39.9,3.55,3.37,253433
default,3082,2026-03-05,28.73,3.73,3.24,80000
default,3082,2026-02-05,42.43,3.51,3.08,308400
default,3082,2026-01-05,47.34,3.64,3.03,120806
