tenant_id,farm_id,date,n_lactating,avg_milk_kg_per_cow,total_milk_kg,milk_revenue_rub,feed_cost_rub,vet_cost_rub,gross_margin_rub
default,INV_FARM_001,2025-05-28,304,25.2,7651.8,229554.0,91822.0,1666.0,136066.0
default,INV_FARM_001,2025-05-29,315,27.7,8727.0,261810.0,104724.0,1759.0,155327.0
default,INV_FARM_001,2025-05-30,311,28.7,8929.4,267882.0,107153.0,1038.0,159691.0
default,INV_FARM_001,2025-05-31,315,27.1,8543.2,256296.0,102518.0,3534.0,150244.0
default,INV_FARM_001,2025-06-01,300,24.9,7469.7,224091.0,89636.0,2911.0,131544.0
default,INV_FARM_001,2025-06-02,285,24.6,7001.1,210033.0,84013.0,1513.0,124507.0
default,INV_FARM_001,2025-06-03,291,29.1,8468.5,254055.0,101622.0,3364.0,149069.0
default,INV_FARM_001,2025-06-04,308,28.1,8646.3,259389.0,103756.0,3351.0,152282.0
default,INV_FARM_001,2025-06-05,303,28.4,8602.9,258087.0,103235.0,893.0,153959.0
default,INV_FARM_001,2025-06-06,297,27.8,8260.8,247824.0,99130.0,1894.0,146800.0
default,INV_FARM_001,2025-06-07,298,28.8,8567.7,257031.0,102812.0,4113.0,150106.0
default,INV_FARM_001,2025-06-08,298,28.3,8432.8,252984.0,101194.0,3970.0,147820.0
default,INV_FARM_001,2025-06-09,314,28.5,8951.9,268557.0,107423.0,1663.0,159471.0
default,INV_FARM_001,2025-06-10,302,28.2,8509.0,255270.0,102108.0,970.0,152192.0
default,INV_FARM_001,2025-06-11,297,24.4,7248.4,217452.0,86981.0,4310.0,126161.0
default,INV_FARM_001,2025-06-12,305,25.3,7710.4,231312.0,92525.0,3592.0,135195.0
default,INV_FARM_001,2025-06-13,298,24.6,7323.6,219708.0,87883.0,2621.0,129204.0
default,INV_FARM_001,2025-06-14,289,26.6,7685.3,230559.0,92224.0,2991.0,135344.0
default,INV_FARM_001,2025-06-15,308,29.2,8985.3,269559.0,107824.0,2861.0,158874.0
default,INV_FARM_001,2025-06-16,315,24.5,7709.4,231282.0,92513.0,4313.0,134456.0
default,INV_FARM_001,2025-06-17,295,27.5,8103.2,243096.0,97238.0,3091.0,142767.0
default,INV_FARM_001,2025-06-18,292,29.5,8624.5,258735.0,103494.0,1440.0,153801.0
default,INV_FARM_001,2025-06-19,286,28.7,8202.2,246066.0,98426.0,4293.0,143347.0
default,INV_FARM_001,2025-06-20,286,29.9,8559.3,256779.0,102712.0,1956.0,152111.0
default,INV_FARM_001,2025-06-21,293,24.7,7226.8,216804.0,86722.0,2658.0,127424.0
default,INV_FARM_001,2025-06-22,291,29.3,8516.6,255498.0,102199.0,996.0,152303.0
default,INV_FARM_001,2025-06-23,291,26.8,7785.1,233553.0,93421.0,3255.0,136877.0
default,INV_FARM_001,2025-06-24,314,27.5,8634.4,259032.0,103613.0,3646.0,151773.0
default,INV_FARM_001,2025-06-25,298,27.5,8199.0,245970.0,98388.0,2989.0,144593.0
default,INV_FARM_001,2025-06-26,301,28.6,8620.6,258618.0,103447.0,2729.0,152442.0
default,INV_FARM_001,2025-06-27,299,26.6,7954.6,238638.0,95455.0,2418.0,140765.0
default,INV_FARM_001,2025-06-28,292,26.9,7857.2,235716.0,94286.0,2072.0,139358.0
default,INV_FARM_001,2025-06-29,288,25.0,7202.0,216060.0,86424.0,3635.0,126001.0
default,INV_FARM_001,2025-06-30,299,25.6,7662.3,229869.0,91948.0,2473.0,135448.0
default,INV_FARM_001,2025-07-01,287,28.4,8160.5,244815.0,97926.0,1280.0,145609.0
default,INV_FARM_001,2025-07-02,295,28.0,8261.7,247851.0,99140.0,2720.0,145991.0
default,INV_FARM_001,2025-07-03,294,26.6,7834.5,235035.0,94014.0,967.0,140054.0
default,INV_FARM_001,2025-07-04,311,28.1,8740.3,262209.0,104884.0,1162.0,156163.0
default,INV_FARM_001,2025-07-05,296,28.6,8459.0,253770.0,101508.0,858.0,151404.0
default,INV_FARM_001,2025-07-06,298,28.6,8514.1,255423.0,102169.0,4166.0,149088.0
default,INV_FARM_001,2025-07-07,295,27.0,7957.0,238710.0,95484.0,3164.0,140062.0
default,INV_FARM_001,2025-07-08,312,25.3,7889.8,236694.0,94678.0,4470.0,137546.0
default,INV_FARM_001,2025-07-09,287,28.2,8099.6,242988.0,97195.0,2769.0,143024.0
default,INV_FARM_001,2025-07-10,307,26.2,8058.3,241749.0,96700.0,1219.0,143830.0
default,INV_FARM_001,2025-07-11,286,26.9,7698.6,230958.0,92383.0,2289.0,136286.0
default,INV_FARM_001,2025-07-12,305,28.9,8819.1,264573.0,105829.0,1232.0,157512.0
default,INV_FARM_001,2025-07-13,299,26.4,7892.0,236760.0,94704.0,2828.0,139228.0
default,INV_FARM_001,2025-07-14,302,27.0,8139.9,244197.0,97679.0,4474.0,142044.0
default,INV_FARM_001,2025-07-15,296,29.4,8713.6,261408.0,104563.0,847.0,155998.0
default,INV_FARM_001,2025-07-16,306,26.1,7985.9,239577.0,95831.0,3103.0,140643.0
default,INV_FARM_001,2025-07-17,302,29.0,8771.1,263133.0,105253.0,3051.0,154829.0
default,INV_FARM_001,2025-07-18,303,25.2,7637.0,229110.0,91644.0,3805.0,133661.0
default,INV_FARM_001,2025-07-19,307,28.5,8763.8,262914.0,105166.0,2331.0,155417.0
default,INV_FARM_001,2025-07-20,313,29.0,9082.2,272466.0,108986.0,3309.0,160171.0
default,INV_FARM_001,2025-07-21,304,29.7,9037.9,271137.0,108455.0,3372.0,159310.0
default,INV_FARM_001,2025-07-22,296,29.4,8701.9,261057.0,104423.0,3406.0,153228.0
default,INV_FARM_001,2025-07-23,295,28.1,8283.7,248511.0,99404.0,2354.0,146753.0
default,INV_FARM_001,2025-07-24,297,26.5,7865.4,235962.0,94385.0,1973.0,139604.0
default,INV_FARM_001,2025-07-25,298,28.6,8512.1,255363.0,102145.0,3639.0,149579.0
default,INV_FARM_001,2025-07-26,293,29.6,8671.5,260145.0,104058.0,4499.0,151588.0
default,INV_FARM_001,2025-07-27,306,26.4,8064.7,241941.0,96776.0,2888.0,142277.0
default,INV_FARM_001,2025-07-28,307,30.4,9325.0,279750.0,111900.0,3637.0,164213.0
default,INV_FARM_001,2025-07-29,305,27.7,8439.0,253170.0,101268.0,1405.0,150497.0
default,INV_FARM_001,2025-07-30,292,28.6,8353.7,250611.0,100244.0,2999.0,147368.0
default,INV_FARM_001,2025-07-31,285,24.4,6960.1,208803.0,83521.0,3375.0,121907.0
default,INV_FARM_001,2025-08-01,287,28.7,8224.6,246738.0,98695.0,3320.0,144723.0
default,INV_FARM_001,2025-08-02,314,28.0,8783.8,263514.0,105406.0,3096.0,155012.0
default,INV_FARM_001,2025-08-03,300,27.5,8249.0,247470.0,98988.0,1396.0,147086.0
default,INV_FARM_001,2025-08-04,299,26.1,7814.0,234420.0,93768.0,3146.0,137506.0
default,INV_FARM_001,2025-08-05,285,30.2,8607.0,258210.0,103284.0,3088.0,151838.0
default,INV_FARM_001,2025-08-06,290,27.1,7872.4,236172.0,94469.0,3697.0,138006.0
default,INV_FARM_001,2025-08-07,293,25.9,7602.3,228069.0,91228.0,2245.0,134596.0
default,INV_FARM_001,2025-08-08,296,25.7,7602.0,228060.0,91224.0,1875.0,134961.0
default,INV_FARM_001,2025-08-09,301,28.5,8573.3,257199.0,102880.0,1238.0,153081.0
default,INV_FARM_001,2025-08-10,291,25.5,7433.9,223017.0,89207.0,2617.0,131193.0
default,INV_FARM_001,2025-08-11,313,30.7,9605.9,288177.0,115271.0,3168.0,169738.0
default,INV_FARM_001,2025-08-12,302,26.7,8049.0,241470.0,96588.0,2195.0,142687.0
default,INV_FARM_001,2025-08-13,306,28.7,8793.6,263808.0,105523.0,4362.0,153923.0
default,INV_FARM_001,2025-08-14,285,28.1,8014.5,240435.0,96174.0,3814.0,140447.0
default,INV_FARM_001,2025-08-15,291,28.9,8396.9,251907.0,100763.0,1393.0,149751.0
default,INV_FARM_001,2025-08-16,310,26.4,8193.5,245805.0,98322.0,2468.0,145015.0
default,INV_FARM_001,2025-08-17,293,25.0,7337.7,220131.0,88052.0,2490.0,129589.0
default,INV_FARM_001,2025-08-18,309,29.8,9194.2,275826.0,110330.0,2915.0,162581.0
default,INV_FARM_001,2025-08-19,302,29.1,8783.4,263502.0,105401.0,4060.0,154041.0
default,INV_FARM_001,2025-08-20,285,30.5,8678.3,260349.0,104140.0,870.0,155339.0
default,INV_FARM_001,2025-08-21,285,28.3,8068.0,242040.0,96816.0,4139.0,141085.0
default,INV_FARM_001,2025-08-22,306,27.4,8374.5,251235.0,100494.0,1820.0,148921.0
default,INV_FARM_001,2025-08-23,294,27.3,8030.5,240915.0,96366.0,3073.0,141476.0
default,INV_FARM_001,2025-08-24,315,26.2,8246.8,247404.0,98962.0,1470.0,146972.0
default,INV_FARM_001,2025-08-25,305,30.6,9319.2,279576.0,111830.0,1715.0,166031.0
default,INV_FARM_001,2025-08-26,285,30.1,8583.8,257514.0,103006.0,3828.0,150680.0
default,INV_FARM_001,2025-08-27,302,27.0,8161.8,244854.0,97942.0,2324.0,144588.0
default,INV_FARM_001,2025-08-28,310,25.8,7999.4,239982.0,95993.0,1784.0,142205.0
default,INV_FARM_001,2025-08-29,295,30.0,8862.6,265878.0,106351.0,4296.0,155231.0
default,INV_FARM_001,2025-08-30,312,28.9,9032.0,270960.0,108384.0,1681.0,160895.0
default,INV_FARM_001,2025-08-31,301,25.2,7573.9,227217.0,90887.0,4324.0,132006.0
default,INV_FARM_001,2025-09-01,299,26.2,7829.2,234876.0,93950.0,4395.0,136531.0
default,INV_FARM_001,2025-09-02,291,31.0,9033.5,271005.0,108402.0,1126.0,161477.0
default,INV_FARM_001,2025-09-03,308,27.4,8445.6,253368.0,101347.0,4248.0,147773.0
default,INV_FARM_001,2025-09-04,314,25.7,8060.8,241824.0,96730.0,2173.0,142921.0
default,INV_FARM_001,2025-09-05,290,29.2,8455.7,253671.0,101468.0,1025.0,151178.0
default,INV_FARM_001,2025-09-06,289,25.5,7376.8,221304.0,88522.0,2588.0,130194.0
default,INV_FARM_001,2025-09-07,296,25.4,7518.8,225564.0,90226.0,2876.0,132462.0
default,INV_FARM_001,2025-09-08,301,26.0,7815.8,234474.0,93790.0,4187.0,136497.0
default,INV_FARM_001,2025-09-09,303,29.5,8945.0,268350.0,107340.0,3010.0,158000.0
default,INV_FARM_001,2025-09-10,296,26.6,7872.5,236175.0,94470.0,4189.0,137516.0
default,INV_FARM_001,2025-09-11,287,26.7,7662.7,229881.0,91952.0,4283.0,133646.0
default,INV_FARM_001,2025-09-12,311,29.5,9180.5,275415.0,110166.0,2507.0,162742.0
default,INV_FARM_001,2025-09-13,301,27.3,8227.6,246828.0,98731.0,1950.0,146147.0
default,INV_FARM_001,2025-09-14,315,29.3,9245.2,277356.0,110942.0,2270.0,164144.0
default,INV_FARM_001,2025-09-15,286,25.5,7293.7,218811.0,87524.0,3232.0,128055.0
default,INV_FARM_001,2025-09-16,291,29.9,8702.3,261069.0,104428.0,2168.0,154473.0
default,INV_FARM_001,2025-09-17,314,28.0,8800.4,264012.0,105605.0,3238.0,155169.0
default,INV_FARM_001,2025-09-18,315,27.8,8754.3,262629.0,105052.0,1178.0,156399.0
default,INV_FARM_001,2025-09-19,309,30.1,9314.1,279423.0,111769.0,3987.0,163667.0
default,INV_FARM_001,2025-09-20,302,31.2,9408.7,282261.0,112904.0,1267.0,168090.0
default,INV_FARM_001,2025-09-21,300,30.1,9044.2,271326.0,108530.0,2550.0,160246.0
default,INV_FARM_001,2025-09-22,301,29.7,8940.9,268227.0,107291.0,4122.0,156814.0
default,INV_FARM_001,2025-09-23,288,26.9,7755.6,232668.0,93067.0,3420.0,136181.0
default,INV_FARM_001,2025-09-24,288,25.6,7361.9,220857.0,88343.0,1262.0,131252.0
default,INV_FARM_001,2025-09-25,290,27.9,8087.8,242634.0,97054.0,2417.0,143163.0
default,INV_FARM_001,2025-09-26,302,27.3,8242.4,247272.0,98909.0,4427.0,143936.0
default,INV_FARM_001,2025-09-27,311,30.0,9325.4,279762.0,111905.0,3579.0,164278.0
default,INV_FARM_001,2025-09-28,311,25.3,7873.8,236214.0,94486.0,1918.0,139810.0
default,INV_FARM_001,2025-09-29,301,26.8,8067.7,242031.0,96812.0,2920.0,142299.0
default,INV_FARM_001,2025-09-30,285,25.1,7152.0,214560.0,85824.0,1060.0,127676.0
default,INV_FARM_001,2025-10-01,287,31.5,9048.0,271440.0,108576.0,3349.0,159515.0
default,INV_FARM_001,2025-10-02,309,26.6,8208.0,246240.0,98496.0,1394.0,146350.0
default,INV_FARM_001,2025-10-03,300,26.1,7836.8,235104.0,94042.0,3645.0,137417.0
default,INV_FARM_001,2025-10-04,300,29.6,8882.8,266484.0,106594.0,3334.0,156556.0
default,INV_FARM_001,2025-10-05,306,28.0,8569.7,257091.0,102836.0,1153.0,153102.0
default,INV_FARM_001,2025-10-06,313,26.0,8132.7,243981.0,97592.0,3601.0,142788.0
default,INV_FARM_001,2025-10-07,314,29.6,9288.6,278658.0,111463.0,3441.0,163754.0
default,INV_FARM_001,2025-10-08,307,25.7,7901.9,237057.0,94823.0,2633.0,139601.0
default,INV_FARM_001,2025-10-09,290,28.1,8154.1,244623.0,97849.0,2451.0,144323.0
default,INV_FARM_001,2025-10-10,292,29.7,8658.6,259758.0,103903.0,2122.0,153733.0
default,INV_FARM_001,2025-10-11,304,25.4,7710.5,231315.0,92526.0,3598.0,135191.0
default,INV_FARM_001,2025-10-12,303,28.3,8585.6,257568.0,103027.0,3690.0,150851.0
default,INV_FARM_001,2025-10-13,295,26.8,7894.4,236832.0,94733.0,3992.0,138107.0
default,INV_FARM_001,2025-10-14,310,28.0,8664.6,259938.0,103975.0,1170.0,154793.0
default,INV_FARM_001,2025-10-15,303,27.9,8451.4,253542.0,101417.0,971.0,151154.0
default,INV_FARM_001,2025-10-16,307,29.8,9160.6,274818.0,109927.0,4115.0,160776.0
default,INV_FARM_001,2025-10-17,302,25.3,7643.2,229296.0,91718.0,3233.0,134345.0
default,INV_FARM_001,2025-10-18,292,31.2,9118.7,273561.0,109424.0,1465.0,162672.0
default,INV_FARM_001,2025-10-19,315,28.1,8851.8,265554.0,106222.0,2252.0,157080.0
default,INV_FARM_001,2025-10-20,308,31.5,9691.0,290730.0,116292.0,859.0,173579.0
default,INV_FARM_001,2025-10-21,299,27.6,8259.5,247785.0,99114.0,3454.0,145217.0
default,INV_FARM_001,2025-10-22,289,28.2,8143.2,244296.0,97718.0,2317.0,144261.0
default,INV_FARM_001,2025-10-23,313,31.4,9836.6,295098.0,118039.0,2138.0,174921.0
default,INV_FARM_001,2025-10-24,287,28.1,8065.3,241959.0,96784.0,1661.0,143514.0
default,INV_FARM_001,2025-10-25,285,30.4,8668.3,260049.0,104020.0,3559.0,152470.0
default,INV_FARM_001,2025-10-26,311,26.1,8120.5,243615.0,97446.0,1126.0,145043.0
default,INV_FARM_001,2025-10-27,297,30.2,8959.9,268797.0,107519.0,1479.0,159799.0
default,INV_FARM_001,2025-10-28,289,28.6,8251.1,247533.0,99013.0,3442.0,145078.0
default,INV_FARM_001,2025-10-29,303,26.8,8123.6,243708.0,97483.0,2063.0,144162.0
default,INV_FARM_001,2025-10-30,292,30.1,8788.4,263652.0,105461.0,1382.0,156809.0
default,INV_FARM_001,2025-10-31,307,27.0,8293.2,248796.0,99518.0,2145.0,147133.0
default,INV_FARM_001,2025-11-01,306,28.3,8659.3,259779.0,103912.0,3268.0,152599.0
default,INV_FARM_001,2025-11-02,293,29.6,8666.6,259998.0,103999.0,2400.0,153599.0
default,INV_FARM_001,2025-11-03,304,26.8,8146.9,244407.0,97763.0,3740.0,142904.0
default,INV_FARM_001,2025-11-04,309,26.4,8160.3,244809.0,97924.0,2037.0,144848.0
default,INV_FARM_001,2025-11-05,307,29.6,9073.3,272199.0,108880.0,1812.0,161507.0
default,INV_FARM_001,2025-11-06,292,29.9,8718.3,261549.0,104620.0,1363.0,155566.0
default,INV_FARM_001,2025-11-07,304,27.4,8323.8,249714.0,99886.0,3342.0,146486.0
default,INV_FARM_001,2025-11-08,285,29.3,8337.6,250128.0,100051.0,3204.0,146873.0
default,INV_FARM_001,2025-11-09,309,30.5,9429.1,282873.0,113149.0,4192.0,165532.0
default,INV_FARM_001,2025-11-10,309,27.3,8445.5,253365.0,101346.0,4150.0,147869.0
default,INV_FARM_001,2025-11-11,292,30.0,8772.0,263160.0,105264.0,4416.0,153480.0
default,INV_FARM_001,2025-11-12,315,29.3,9230.4,276912.0,110765.0,1518.0,164629.0
default,INV_FARM_001,2025-11-13,310,28.8,8912.7,267381.0,106952.0,4157.0,156272.0
default,INV_FARM_001,2025-11-14,286,29.5,8425.7,252771.0,101108.0,2553.0,149110.0
default,INV_FARM_001,2025-11-15,298,31.2,9292.7,278781.0,111512.0,3434.0,163835.0
default,INV_FARM_001,2025-11-16,311,32.0,9939.3,298179.0,119272.0,2095.0,176812.0
default,INV_FARM_001,2025-11-17,313,28.3,8843.3,265299.0,106120.0,1640.0,157539.0
default,INV_FARM_001,2025-11-18,309,26.7,8256.5,247695.0,99078.0,3683.0,144934.0
default,INV_FARM_001,2025-11-19,311,28.4,8817.2,264516.0,105806.0,3979.0,154731.0
default,INV_FARM_001,2025-11-20,286,30.1,8613.2,258396.0,103358.0,1443.0,153595.0
default,INV_FARM_001,2025-11-21,304,26.2,7956.7,238701.0,95480.0,2042.0,141179.0
default,INV_FARM_001,2025-11-22,289,27.9,8075.2,242256.0,96902.0,3327.0,142027.0
default,INV_FARM_001,2025-11-23,289,27.8,8043.2,241296.0,96518.0,3650.0,141128.0
default,INV_FARM_001,2025-11-24,287,25.7,7385.8,221574.0,88630.0,3853.0,129091.0
default,INV_FARM_001,2025-11-25,310,30.4,9416.4,282492.0,112997.0,3371.0,166124.0
default,INV_FARM_001,2025-11-26,298,28.1,8368.6,251058.0,100423.0,2254.0,148381.0
default,INV_FARM_001,2025-11-27,286,27.6,7897.7,236931.0,94772.0,2802.0,139357.0
default,INV_FARM_001,2025-11-28,305,30.4,9265.9,277977.0,111191.0,3851.0,162935.0
default,INV_FARM_001,2025-11-29,302,29.6,8944.4,268332.0,107333.0,2106.0,158893.0
default,INV_FARM_001,2025-11-30,295,26.0,7667.6,230028.0,92011.0,3679.0,134338.0
default,INV_FARM_001,2025-12-01,305,29.0,8843.9,265317.0,106127.0,1975.0,157215.0
default,INV_FARM_001,2025-12-02,311,28.9,8972.8,269184.0,107674.0,3688.0,157822.0
default,INV_FARM_001,2025-12-03,298,29.0,8645.5,259365.0,103746.0,2900.0,152719.0
default,INV_FARM_001,2025-12-04,315,31.6,9947.0,298410.0,119364.0,1104.0,177942.0
default,INV_FARM_001,2025-12-05,292,27.0,7894.8,236844.0,94738.0,3175.0,138931.0
default,INV_FARM_001,2025-12-06,295,26.7,7863.9,235917.0,94367.0,3880.0,137670.0
default,INV_FARM_001,2025-12-07,288,30.8,8861.2,265836.0,106334.0,3757.0,155745.0
default,INV_FARM_001,2025-12-08,302,28.8,8702.3,261069.0,104428.0,2547.0,154094.0
default,INV_FARM_001,2025-12-09,312,28.0,8740.9,262227.0,104891.0,3690.0,153646.0
default,INV_FARM_001,2025-12-10,297,29.8,8852.2,265566.0,106226.0,4000.0,155340.0
default,INV_FARM_001,2025-12-11,313,32.1,10051.3,301539.0,120616.0,1153.0,179770.0
default,INV_FARM_001,2025-12-12,294,31.3,9203.8,276114.0,110446.0,2664.0,163004.0
default,INV_FARM_001,2025-12-13,297,29.9,8889.9,266697.0,106679.0,2931.0,157087.0
default,INV_FARM_001,2025-12-14,295,27.3,8045.1,241353.0,96541.0,3259.0,141553.0
default,INV_FARM_001,2025-12-15,301,27.1,8148.3,244449.0,97780.0,4108.0,142561.0
default,INV_FARM_001,2025-12-16,286,26.4,7543.4,226302.0,90521.0,1901.0,133880.0
default,INV_FARM_001,2025-12-17,305,31.4,9567.6,287028.0,114811.0,4028.0,168189.0
default,INV_FARM_001,2025-12-18,302,26.3,7938.9,238167.0,95267.0,3878.0,139022.0
default,INV_FARM_001,2025-12-19,291,27.8,8091.7,242751.0,97100.0,2711.0,142940.0
default,INV_FARM_001,2025-12-20,303,30.3,9172.9,275187.0,110075.0,3366.0,161746.0
default,INV_FARM_001,2025-12-21,289,31.1,9001.7,270051.0,108020.0,4058.0,157973.0
default,INV_FARM_001,2025-12-22,315,27.4,8630.3,258909.0,103564.0,2471.0,152874.0
default,INV_FARM_001,2025-12-23,307,29.0,8889.8,266694.0,106678.0,1292.0,158724.0
default,INV_FARM_001,2025-12-24,299,27.6,8239.7,247191.0,98876.0,1429.0,146886.0
default,INV_FARM_001,2025-12-25,291,30.2,8777.0,263310.0,105324.0,2449.0,155537.0
default,INV_FARM_001,2025-12-26,286,30.3,8673.1,260193.0,104077.0,4096.0,152020.0
default,INV_FARM_001,2025-12-27,315,30.5,9596.1,287883.0,115153.0,2420.0,170310.0
default,INV_FARM_001,2025-12-28,302,27.6,8324.2,249726.0,99890.0,3254.0,146582.0
default,INV_FARM_001,2025-12-29,290,28.5,8274.8,248244.0,99298.0,1772.0,147174.0
default,INV_FARM_001,2025-12-30,301,30.7,9245.9,277377.0,110951.0,3104.0,163322.0
default,INV_FARM_001,2025-12-31,311,29.5,9171.3,275139.0,110056.0,3598.0,161485.0
default,INV_FARM_001,2026-01-01,304,24.7,7501.4,225042.0,90017.0,2042.0,132983.0
default,INV_FARM_001,2026-01-02,300,26.8,8054.7,241641.0,96656.0,2282.0,142703.0
default,INV_FARM_001,2026-01-03,303,27.0,8180.1,245403.0,98161.0,1264.0,145978.0
default,INV_FARM_001,2026-01-04,294,26.7,7848.1,235443.0,94177.0,1424.0,139842.0
default,INV_FARM_001,2026-01-05,286,25.6,7327.0,219810.0,87924.0,3904.0,127982.0
default,INV_FARM_001,2026-01-06,288,25.8,7422.6,222678.0,89071.0,1414.0,132193.0
default,INV_FARM_001,2026-01-07,293,23.9,7011.7,210351.0,84140.0,3364.0,122847.0
default,INV_FARM_001,2026-01-08,307,27.6,8458.0,253740.0,101496.0,3227.0,149017.0
default,INV_FARM_001,2026-01-09,310,24.9,7715.5,231465.0,92586.0,4329.0,134550.0
default,INV_FARM_001,2026-01-10,301,24.4,7358.0,220740.0,88296.0,2266.0,130178.0
default,INV_FARM_001,2026-01-11,298,24.4,7270.5,218115.0,87246.0,3846.0,127023.0
default,INV_FARM_001,2026-01-12,296,23.8,7053.9,211617.0,84647.0,3167.0,123803.0
default,INV_FARM_001,2026-01-13,293,26.0,7621.3,228639.0,91456.0,2645.0,134538.0
default,INV_FARM_001,2026-01-14,306,27.7,8487.0,254610.0,101844.0,2747.0,150019.0
default,INV_FARM_001,2026-01-15,285,24.3,6915.5,207465.0,82986.0,2373.0,122106.0
default,INV_FARM_001,2026-01-16,312,24.2,7560.3,226809.0,90724.0,4477.0,131608.0
default,INV_FARM_001,2026-01-17,315,26.7,8420.3,252609.0,101044.0,3765.0,147800.0
default,INV_FARM_001,2026-01-18,310,25.1,7779.4,233382.0,93353.0,3285.0,136744.0
default,INV_FARM_001,2026-01-19,285,26.4,7532.1,225963.0,90385.0,2737.0,132841.0
default,INV_FARM_001,2026-01-20,295,26.9,7935.3,238059.0,95224.0,1579.0,141256.0
default,INV_FARM_001,2026-01-21,294,23.6,6939.3,208179.0,83272.0,4048.0,120859.0
default,INV_FARM_001,2026-01-22,287,22.5,6466.5,193995.0,77598.0,887.0,115510.0
default,INV_FARM_001,2026-01-23,310,24.4,7573.9,227217.0,90887.0,2987.0,133343.0
default,INV_FARM_001,2026-01-24,304,26.4,8029.1,240873.0,96349.0,3009.0,141515.0
default,INV_FARM_001,2026-01-25,300,23.3,6975.8,209274.0,83710.0,4457.0,121107.0
default,INV_FARM_001,2026-01-26,310,25.5,7898.0,236940.0,94776.0,3548.0,138616.0
default,INV_FARM_001,2026-01-27,298,26.3,7830.6,234918.0,93967.0,3476.0,137475.0
default,INV_FARM_001,2026-01-28,312,25.8,8035.7,241071.0,96428.0,3490.0,141153.0
default,INV_FARM_001,2026-01-29,314,22.9,7187.6,215628.0,86251.0,1778.0,127599.0
default,INV_FARM_001,2026-01-30,304,23.5,7143.1,214293.0,85717.0,3014.0,125562.0
default,INV_FARM_001,2026-01-31,300,24.9,7458.6,223758.0,89503.0,1403.0,132852.0
default,INV_FARM_001,2026-02-01,312,25.6,7986.0,239580.0,95832.0,1671.0,142077.0
default,INV_FARM_001,2026-02-02,310,25.0,7750.0,232500.0,93000.0,2481.0,137019.0
default,INV_FARM_001,2026-02-03,299,27.4,8188.7,245661.0,98264.0,2787.0,144610.0
default,INV_FARM_001,2026-02-04,306,27.0,8248.3,247449.0,98980.0,4471.0,143998.0
default,INV_FARM_001,2026-02-05,314,26.0,8157.7,244731.0,97892.0,1451.0,145388.0
default,INV_FARM_001,2026-02-06,296,27.4,8108.3,243249.0,97300.0,4445.0,141504.0
default,INV_FARM_001,2026-02-07,291,24.4,7094.4,212832.0,85133.0,3617.0,124082.0
default,INV_FARM_001,2026-02-08,303,26.7,8094.1,242823.0,97129.0,1312.0,144382.0
default,INV_FARM_001,2026-02-09,287,25.4,7294.4,218832.0,87533.0,3367.0,127932.0
default,INV_FARM_001,2026-02-10,309,26.7,8240.1,247203.0,98881.0,3996.0,144326.0
default,INV_FARM_001,2026-02-11,287,23.2,6645.6,199368.0,79747.0,844.0,118777.0
default,INV_FARM_001,2026-02-12,315,26.4,8323.0,249690.0,99876.0,4223.0,145591.0
default,INV_FARM_001,2026-02-13,307,24.8,7623.4,228702.0,91481.0,1354.0,135867.0
default,INV_FARM_001,2026-02-14,295,26.6,7846.6,235398.0,94159.0,1822.0,139417.0
default,INV_FARM_001,2026-02-15,313,26.8,8386.7,251601.0,100640.0,3375.0,147586.0
