animal_id,date,activity_count,rumination_min,lying_min,temperature_c
4821,2025-10-22,4557.8,495.7,680.1,38.42
4821,2025-10-23,4626.3,478.0,694.1,38.52
4821,2025-10-24,4208.6,491.1,690.4,38.66
4821,2025-10-25,4436.1,504.7,673.3,38.38
4821,2025-10-26,4405.9,518.1,706.4,38.52
4821,2025-10-27,4372.2,489.1,735.0,38.68
4821,2025-10-28,4445.0,490.2,714.3,38.33
4821,2025-10-29,4799.0,467.8,724.0,38.37
4821,2025-10-30,4326.8,497.6,741.8,38.46
4821,2025-10-31,4693.7,484.1,746.6,38.45
4821,2025-11-01,4163.4,492.1,718.6,38.58
4821,2025-11-02,4433.0,486.8,747.1,38.52
4821,2025-11-03,4532.6,498.6,721.8,38.32
4821,2025-11-04,4617.2,473.6,703.3,38.55
4821,2025-11-05,4642.2,478.0,708.1,38.44
4821,2025-11-06,4658.7,531.9,690.4,38.63
4821,2025-11-07,4430.3,480.7,702.2,38.44
4821,2025-11-08,4407.5,483.5,712.8,38.44
4821,2025-11-09,4671.6,527.6,736.1,38.55
4821,2025-11-10,4461.7,543.6,754.4,38.58
4821,2025-11-11,4244.9,482.4,692.4,38.54
4821,2025-11-12,4273.3,494.5,727.9,38.33
4821,2025-11-13,4316.1,505.1,699.2,38.55
4821,2025-11-14,4599.4,525.9,729.5,38.4
4821,2025-11-15,4528.5,485.2,717.4,38.52
4821,2025-11-16,4638.1,496.3,683.4,38.36
4821,2025-11-17,4414.5,511.7,738.6,38.54
4821,2025-11-18,4531.7,506.5,707.9,38.42
4821,2025-11-19,4625.1,494.4,709.3,38.37
4821,2025-11-20,4438.1,498.0,698.6,38.57
4821,2025-11-21,4591.4,479.4,706.9,38.52
4821,2025-11-22,4367.6,496.4,728.6,38.44
4821,2025-11-23,4427.4,496.0,716.2,38.65
4821,2025-11-24,4423.7,503.5,726.6,38.46
4821,2025-11-25,4260.8,491.7,727.2,38.5
4821,2025-11-26,4597.4,507.1,746.4,38.53
4821,2025-11-27,4406.1,515.2,713.1,38.44
4821,2025-11-28,4502.5,502.3,690.5,38.55
4821,2025-11-29,4596.1,505.3,741.3,38.45
4821,2025-11-30,4589.3,500.8,713.4,38.46
4821,2025-12-01,4633.1,500.0,742.3,38.64
4821,2025-12-02,4480.3,489.2,727.7,38.4
4821,2025-12-03,4415.3,504.7,717.4,38.26
4821,2025-12-04,4484.1,498.5,727.0,38.66
4821,2025-12-05,4162.5,531.4,759.0,38.75
4821,2025-12-06,4210.6,523.6,761.5,38.46
4821,2025-12-07,4235.5,505.8,721.4,38.31
4821,2025-12-08,4300.6,488.6,723.2,38.47
4821,2025-12-09,4580.0,483.3,741.5,38.47
4821,2025-12-10,4318.9,517.9,703.1,38.48
4821,2025-12-11,4424.4,503.9,726.7,38.39
4821,2025-12-12,4759.8,507.2,719.5,38.56
4821,2025-12-13,4428.7,473.8,726.3,38.55
4821,2025-12-14,4647.5,513.9,703.3,38.35
4821,2025-12-15,4313.3,506.8,688.2,38.57
4821,2025-12-16,4458.9,483.3,678.5,38.71
4821,2025-12-17,4310.0,492.9,697.7,38.52
4821,2025-12-18,4432.2,504.0,710.8,38.47
4821,2025-12-19,4668.1,500.8,714.1,38.49
4821,2025-12-20,4154.5,495.6,758.7,38.56
4821,2025-12-21,4586.9,498.4,742.1,38.33
4821,2025-12-22,4547.5,496.2,700.8,38.52
4821,2025-12-23,4381.2,502.3,727.0,38.46
4821,2025-12-24,4210.8,522.1,711.9,38.68
4821,2025-12-25,4514.4,461.5,714.3,38.48
4821,2025-12-26,4394.1,496.4,723.7,38.67
4821,2025-12-27,4546.5,502.6,732.4,38.39
4821,2025-12-28,4504.4,504.4,713.2,38.56
4821,2025-12-29,4820.4,494.4,741.3,38.53
4821,2025-12-30,4452.1,473.6,697.2,38.41
4821,2025-12-31,4295.3,504.9,720.1,38.52
4821,2026-01-01,4535.9,525.9,772.0,38.62
4821,2026-01-02,4544.0,477.0,724.5,38.47
4821,2026-01-03,4771.8,513.0,748.7,38.33
4821,2026-01-04,4667.0,495.1,721.8,38.5
4821,2026-01-05,4571.4,499.1,731.6,38.41
4821,2026-01-06,4792.7,484.2,718.9,38.47
4821,2026-01-07,4262.2,495.0,716.6,38.49
4821,2026-01-08,4372.0,519.5,704.4,38.33
4821,2026-01-09,4314.7,508.7,728.6,38.34
4821,2026-01-10,4422.0,526.0,703.0,38.55
4821,2026-01-11,4224.7,517.7,733.3,38.45
4821,2026-01-12,4627.0,506.6,741.7,38.24
4821,2026-01-13,4455.6,526.2,727.3,38.58
4821,2026-01-14,4205.8,506.6,714.3,38.53
4821,2026-01-15,4296.9,512.4,729.1,38.43
4821,2026-01-16,4562.7,495.6,713.8,38.37
4821,2026-01-17,4667.6,501.0,738.7,38.58
4821,2026-01-18,4899.3,489.5,683.4,38.53
4821,2026-01-19,5082.8,514.8,713.3,38.74
4821,2026-01-20,4582.9,482.3,680.2,38.54
4821,2026-01-21,4302.1,511.7,690.1,38.54
4821,2026-01-22,4073.6,497.1,747.3,38.48
4821,2026-01-23,4553.5,517.6,737.9,38.58
4821,2026-01-24,4337.4,511.3,705.6,38.56
4821,2026-01-25,4416.9,527.3,689.9,38.63
4821,2026-01-26,4377.6,511.0,660.7,38.45
4821,2026-01-27,4471.8,476.4,709.1,38.46
4821,2026-01-28,4713.2,499.0,768.4,38.45
4821,2026-01-29,4531.4,482.4,728.7,38.58
4821,2026-01-30,4468.3,492.2,708.8,38.65
4821,2026-01-31,4292.9,522.7,729.3,38.45
4821,2026-02-01,4165.1,509.6,688.8,38.46
4821,2026-02-02,4402.7,489.5,714.1,38.53
4821,2026-02-03,4489.2,484.8,722.0,38.48
4821,2026-02-04,4853.6,500.5,718.3,38.6
4821,2026-02-05,4526.1,481.8,735.8,38.27
4821,2026-02-06,4696.5,489.9,726.9,38.42
4821,2026-02-07,4400.1,504.7,733.4,38.42
4821,2026-02-08,4263.0,517.3,706.2,38.27
4821,2026-02-09,4307.0,509.1,738.0,38.4
4821,2026-02-10,4355.0,465.6,752.6,38.41
4821,2026-02-11,4925.7,504.6,700.6,38.48
4821,2026-02-12,4335.7,501.1,702.2,38.61
4821,2026-02-13,4667.7,506.2,746.7,38.48
4821,2026-02-14,4319.4,524.2,716.2,38.4
4821,2026-02-15,4686.3,469.1,748.1,38.49
4821,2026-02-16,4577.0,491.1,711.1,38.6
4821,2026-02-17,4468.7,508.9,749.1,38.4
4821,2026-02-18,4491.8,476.3,722.6,38.41
4821,2026-02-19,4369.0,522.1,725.2,38.56
4821,2026-02-20,4589.2,505.5,751.3,38.48
4821,2026-02-21,4409.0,512.7,712.8,38.56
4821,2026-02-22,4254.9,491.4,701.2,38.5
4821,2026-02-23,4244.4,512.2,711.0,38.57
4821,2026-02-24,4534.5,516.0,729.0,38.4
4821,2026-02-25,4815.8,503.5,688.7,38.5
4821,2026-02-26,4532.0,503.5,732.7,38.48
4821,2026-02-27,4476.3,504.1,709.2,38.38
4821,2026-02-28,4500.0,200.0,720.0,38.5
3891,2025-09-02,4187.3,515.7,701.7,38.53
3891,2025-09-03,4637.1,489.9,724.5,38.43
3891,2025-09-04,4429.8,487.1,746.4,38.44
3891,2025-09-05,4295.5,507.2,776.2,38.58
3891,2025-09-06,4480.8,477.0,708.3,38.5
3891,2025-09-07,4725.6,505.8,748.7,38.67
3891,2025-09-08,4043.9,501.5,724.9,38.45
3891,2025-09-09,4200.7,497.8,717.0,38.6
3891,2025-09-10,4315.4,523.8,728.7,38.51
3891,2025-09-11,4792.2,490.7,721.2,38.58
3891,2025-09-12,4556.5,530.9,722.2,38.46
3891,2025-09-13,4653.5,496.6,711.8,38.5
3891,2025-09-14,4272.0,480.8,692.0,38.49
3891,2025-09-15,4276.1,501.0,689.1,38.42
3891,2025-09-16,4589.6,483.9,733.1,38.57
3891,2025-09-17,4511.7,488.7,714.5,38.57
3891,2025-09-18,4609.7,506.0,708.1,38.56
3891,2025-09-19,4462.5,508.3,720.2,38.65
3891,2025-09-20,4555.6,490.7,735.9,38.64
3891,2025-09-21,4531.6,514.8,723.6,38.46
3891,2025-09-22,4655.6,517.4,706.9,38.54
3891,2025-09-23,4661.4,521.5,744.5,38.44
3891,2025-09-24,4176.0,507.9,751.6,38.5
3891,2025-09-25,4050.5,520.5,729.9,38.44
3891,2025-09-26,4700.3,471.8,739.5,38.66
3891,2025-09-27,4737.5,495.2,744.8,38.54
3891,2025-09-28,4295.9,487.0,742.6,38.48
3891,2025-09-29,4128.0,501.8,732.3,38.62
3891,2025-09-30,4519.8,491.4,732.0,38.28
3891,2025-10-01,4686.2,497.5,730.4,38.3
3891,2025-10-02,4859.5,528.2,698.1,38.58
3891,2025-10-03,4603.3,497.5,734.0,38.51
3891,2025-10-04,4425.7,506.2,692.9,38.53
3891,2025-10-05,4321.4,496.5,704.1,38.37
3891,2025-10-06,4502.3,501.1,746.1,38.5
3891,2025-10-07,4440.1,500.1,736.8,38.7
3891,2025-10-08,4297.0,506.7,749.7,38.58
3891,2025-10-09,4909.8,517.5,714.6,38.52
3891,2025-10-10,4857.0,524.7,697.0,38.46
3891,2025-10-11,4727.2,504.6,715.2,38.46
3891,2025-10-12,4315.8,508.8,722.0,38.29
3891,2025-10-13,4671.0,482.7,721.6,38.53
3891,2025-10-14,4627.9,498.7,742.7,38.58
3891,2025-10-15,4588.5,514.1,712.8,38.34
3891,2025-10-16,4749.9,513.0,727.0,38.43
3891,2025-10-17,4627.1,503.2,700.2,38.38
3891,2025-10-18,4648.0,513.3,729.0,38.4
3891,2025-10-19,4627.4,507.4,720.1,38.51
3891,2025-10-20,4568.2,518.0,705.0,38.29
3891,2025-10-21,4143.3,504.3,715.3,38.56
3891,2025-10-22,4516.7,494.7,716.3,38.58
3891,2025-10-23,4388.8,505.0,714.6,38.47
3891,2025-10-24,4244.0,456.0,755.4,38.25
3891,2025-10-25,4836.4,505.7,718.0,38.4
3891,2025-10-26,4845.8,445.3,715.1,38.62
3891,2025-10-27,4771.8,474.1,678.1,38.22
3891,2025-10-28,4551.0,506.8,702.1,38.47
3891,2025-10-29,4770.1,507.2,714.7,38.38
3891,2025-10-30,4502.4,482.6,706.3,38.58
3891,2025-10-31,4540.6,489.3,747.6,38.43
3891,2025-11-01,4281.3,520.6,716.7,38.54
3891,2025-11-02,4579.4,492.7,745.8,38.56
3891,2025-11-03,4512.1,533.6,721.2,38.68
3891,2025-11-04,4239.5,500.0,720.7,38.48
3891,2025-11-05,4489.8,506.1,718.2,38.54
3891,2025-11-06,4484.1,524.3,720.1,38.35
3891,2025-11-07,4859.5,502.0,754.4,38.62
3891,2025-11-08,4678.8,485.0,673.6,38.42
3891,2025-11-09,4502.3,498.4,680.0,38.44
3891,2025-11-10,4549.8,499.5,709.1,38.5
3891,2025-11-11,4508.8,479.5,720.3,38.34
3891,2025-11-12,4459.4,496.2,733.8,38.52
3891,2025-11-13,4283.5,488.9,729.5,38.6
3891,2025-11-14,4469.8,513.9,712.3,38.53
3891,2025-11-15,4350.8,500.5,740.4,38.34
3891,2025-11-16,4249.9,495.8,740.6,38.49
3891,2025-11-17,4602.2,498.4,723.7,38.57
3891,2025-11-18,4578.3,503.3,739.3,38.31
3891,2025-11-19,4142.7,509.3,725.5,38.39
3891,2025-11-20,4475.5,485.0,708.8,38.59
3891,2025-11-21,4699.1,484.4,734.0,38.53
3891,2025-11-22,4711.8,516.6,722.2,38.54
3891,2025-11-23,4705.2,493.8,720.0,38.69
3891,2025-11-24,4507.8,478.7,749.5,38.55
3891,2025-11-25,4331.0,506.7,671.0,38.57
3891,2025-11-26,4283.3,507.0,691.6,38.77
3891,2025-11-27,4568.9,477.0,696.3,38.48
3891,2025-11-28,4575.9,503.4,712.7,38.42
3891,2025-11-29,4757.5,511.0,714.9,38.54
3891,2025-11-30,4720.0,505.6,689.9,38.54
3891,2025-12-01,4473.6,509.5,700.3,38.45
3891,2025-12-02,4251.2,478.9,702.8,38.4
3891,2025-12-03,4436.2,505.0,769.1,38.73
3891,2025-12-04,4543.4,495.5,756.0,38.53
3891,2025-12-05,4459.6,492.8,711.8,38.43
3891,2025-12-06,4384.4,513.1,712.7,38.59
3891,2025-12-07,4550.6,522.2,697.0,38.49
3891,2025-12-08,4399.2,526.9,681.8,38.47
3891,2025-12-09,4374.4,519.7,717.7,38.56
3891,2025-12-10,4562.3,498.4,700.0,38.37
3891,2025-12-11,4419.6,505.3,718.3,38.54
3891,2025-12-12,4548.8,511.5,688.0,38.69
3891,2025-12-13,4554.6,501.8,704.8,38.55
3891,2025-12-14,4272.1,502.0,723.0,38.46
3891,2025-12-15,4403.8,512.4,727.3,38.45
3891,2025-12-16,4787.6,499.1,728.3,38.46
3891,2025-12-17,4267.6,489.1,693.6,38.47
3891,2025-12-18,4076.7,493.8,737.1,38.46
3891,2025-12-19,4127.6,509.5,704.0,38.59
3891,2025-12-20,4505.8,500.0,732.7,38.33
3891,2025-12-21,4506.2,505.1,719.8,38.59
3891,2025-12-22,4476.5,510.1,692.5,38.46
3891,2025-12-23,4742.8,494.4,713.7,38.54
3891,2025-12-24,3965.4,511.3,727.3,38.39
3891,2025-12-25,4579.2,505.7,732.3,38.63
3891,2025-12-26,4812.3,481.5,717.2,38.62
3891,2025-12-27,4274.4,521.6,750.6,38.6
3891,2025-12-28,4424.0,492.5,740.2,38.35
3891,2025-12-29,4349.4,475.2,714.9,38.58
3891,2025-12-30,4321.1,484.3,735.0,38.54
3891,2025-12-31,4434.7,484.7,758.7,38.34
3891,2026-01-01,4785.5,500.8,759.2,38.5
3891,2026-01-02,4867.5,495.9,695.4,38.54
3891,2026-01-03,4432.8,494.9,701.5,38.56
3891,2026-01-04,4881.0,509.3,749.7,38.52
3891,2026-01-05,4507.1,505.1,698.8,38.53
3891,2026-01-06,4850.7,504.7,693.5,38.65
3891,2026-01-07,4481.3,506.1,710.3,38.62
3891,2026-01-08,4526.2,509.2,728.4,38.21
3891,2026-01-09,4573.1,468.4,718.0,38.47
3891,2026-01-10,5135.8,494.5,707.0,38.48
3891,2026-01-11,4670.3,467.3,706.5,38.32
3891,2026-01-12,4358.5,500.5,705.8,38.51
3891,2026-01-13,4693.8,499.9,702.4,38.62
3891,2026-01-14,4427.6,515.7,765.6,38.39
3891,2026-01-15,4402.0,517.8,726.0,38.53
3891,2026-01-16,4681.7,503.0,737.7,38.41
3891,2026-01-17,4506.2,492.5,710.2,38.43
3891,2026-01-18,4555.7,507.3,716.3,38.65
3891,2026-01-19,4502.8,492.1,705.7,38.45
3891,2026-01-20,4567.3,500.0,667.0,38.55
3891,2026-01-21,4585.0,514.8,692.4,38.31
3891,2026-01-22,4112.6,491.6,683.8,38.69
3891,2026-01-23,4633.3,512.1,675.0,38.56
3891,2026-01-24,4303.6,510.2,696.1,38.48
3891,2026-01-25,4211.5,485.7,746.5,38.56
3891,2026-01-26,4488.3,514.6,719.1,38.36
3891,2026-01-27,4516.8,510.5,745.8,38.62
3891,2026-01-28,4361.3,501.5,728.2,38.47
3891,2026-01-29,4666.2,488.6,735.7,38.48
3891,2026-01-30,4231.6,487.1,702.0,38.45
3891,2026-01-31,4418.6,491.9,730.5,38.44
3891,2026-02-01,4383.0,508.1,734.6,38.57
3891,2026-02-02,4490.7,485.7,708.5,38.53
3891,2026-02-03,4555.8,506.6,731.2,38.57
3891,2026-02-04,4298.4,481.4,731.3,38.5
3891,2026-02-05,4644.9,496.9,709.0,38.55
3891,2026-02-06,4512.6,501.6,697.5,38.46
3891,2026-02-07,4121.6,536.7,696.3,38.72
3891,2026-02-08,4108.3,479.3,721.7,38.34
3891,2026-02-09,4497.5,522.1,726.5,38.63
3891,2026-02-10,4455.8,502.2,704.1,38.64
3891,2026-02-11,4479.3,506.2,720.5,38.41
3891,2026-02-12,4494.4,501.8,731.4,38.72
3891,2026-02-13,4545.1,506.7,732.4,38.6
3891,2026-02-14,4689.5,497.7,751.0,38.6
3891,2026-02-15,4277.8,521.8,745.5,38.5
3891,2026-02-16,4265.6,493.2,700.0,38.48
3891,2026-02-17,4281.3,517.0,753.7,38.48
3891,2026-02-18,4557.8,490.3,709.4,38.54
3891,2026-02-19,4749.0,499.1,740.9,38.64
3891,2026-02-20,4413.7,483.9,721.4,38.52
3891,2026-02-21,3999.7,506.8,711.8,38.41
3891,2026-02-22,4159.2,521.7,683.8,38.58
3891,2026-02-23,4500.0,500.0,720.0,38.5
3891,2026-02-24,,,,
3891,2026-02-25,,,,
3891,2026-02-26,,,,
3891,2026-02-27,,,,
3891,2026-02-28,,,,
3142,2025-09-02,4326.4,496.2,686.8,38.58
3142,2025-09-03,4172.9,499.4,719.8,38.48
3142,2025-09-04,4547.4,501.2,725.5,38.47
3142,2025-09-05,4483.3,489.8,714.0,38.51
3142,2025-09-06,4412.0,508.0,683.0,38.67
3142,2025-09-07,3908.9,543.7,713.5,38.37
3142,2025-09-08,4250.5,473.3,713.5,38.58
3142,2025-09-09,4724.2,504.9,717.0,38.31
3142,2025-09-10,4367.1,488.6,708.7,38.52
3142,2025-09-11,4572.1,508.7,711.1,38.66
3142,2025-09-12,4221.9,500.7,719.2,38.55
3142,2025-09-13,4787.7,511.4,728.8,38.52
3142,2025-09-14,4471.2,517.6,713.9,38.44
3142,2025-09-15,4558.0,502.9,711.8,38.5
3142,2025-09-16,4965.2,517.0,721.8,38.47
3142,2025-09-17,4803.3,464.8,681.6,38.42
3142,2025-09-18,4438.7,523.9,729.5,38.47
3142,2025-09-19,4381.4,505.6,720.0,38.52
3142,2025-09-20,4434.9,516.2,720.8,38.42
3142,2025-09-21,4602.0,481.7,739.2,38.42
3142,2025-09-22,4479.0,487.5,680.9,38.36
3142,2025-09-23,4421.0,502.2,680.5,38.54
3142,2025-09-24,4793.4,499.7,725.5,38.55
3142,2025-09-25,4477.2,504.2,719.9,38.52
3142,2025-09-26,4959.9,516.3,723.4,38.6
3142,2025-09-27,4518.1,473.5,710.8,38.51
3142,2025-09-28,4857.1,514.6,733.3,38.54
3142,2025-09-29,4571.5,500.1,738.7,38.53
3142,2025-09-30,4692.6,496.9,729.7,38.49
3142,2025-10-01,4355.1,477.9,714.8,38.45
3142,2025-10-02,4329.2,507.5,677.8,38.72
3142,2025-10-03,4591.9,463.8,735.4,38.45
3142,2025-10-04,4697.7,509.7,744.4,38.43
3142,2025-10-05,4508.1,477.6,732.9,38.54
3142,2025-10-06,4242.7,500.8,702.4,38.53
3142,2025-10-07,4227.9,498.2,733.5,38.36
3142,2025-10-08,4214.6,517.5,737.2,38.61
3142,2025-10-09,4146.5,497.3,751.2,38.49
3142,2025-10-10,4521.9,489.6,702.5,38.39
3142,2025-10-11,4725.0,492.4,715.5,38.62
3142,2025-10-12,4497.3,519.1,734.9,38.56
3142,2025-10-13,4047.9,508.0,721.1,38.37
3142,2025-10-14,4461.8,494.2,697.7,38.68
3142,2025-10-15,4467.4,496.5,728.3,38.57
3142,2025-10-16,4919.2,476.5,731.6,38.5
3142,2025-10-17,4208.6,505.8,721.8,38.66
3142,2025-10-18,4421.9,473.6,724.4,38.52
3142,2025-10-19,4841.2,511.3,714.8,38.5
3142,2025-10-20,4590.0,501.9,749.6,38.43
3142,2025-10-21,4612.7,535.8,702.0,38.56
3142,2025-10-22,4522.9,483.5,708.3,38.55
3142,2025-10-23,4566.0,498.5,720.2,38.5
3142,2025-10-24,4655.5,527.0,737.6,38.42
3142,2025-10-25,4338.1,517.9,690.1,38.51
3142,2025-10-26,4675.6,489.6,693.8,38.49
3142,2025-10-27,4225.4,503.4,679.2,38.37
3142,2025-10-28,4565.7,500.0,720.7,38.35
3142,2025-10-29,4535.7,504.2,697.6,38.56
3142,2025-10-30,4376.7,489.5,712.3,38.24
3142,2025-10-31,4495.5,498.7,733.2,38.52
3142,2025-11-01,4375.5,476.0,707.2,38.45
3142,2025-11-02,4285.7,502.0,724.6,38.63
3142,2025-11-03,4429.3,506.8,714.0,38.45
3142,2025-11-04,4279.2,496.6,733.4,38.57
3142,2025-11-05,4564.6,475.8,729.5,38.46
3142,2025-11-06,4270.0,514.8,706.2,38.51
3142,2025-11-07,4642.4,505.5,716.6,38.57
3142,2025-11-08,4263.7,489.1,740.9,38.45
3142,2025-11-09,4386.7,495.8,727.9,38.6
3142,2025-11-10,4375.1,477.5,692.1,38.4
3142,2025-11-11,4765.0,484.6,733.1,38.53
3142,2025-11-12,4566.1,491.9,698.3,38.59
3142,2025-11-13,4457.7,518.4,748.3,38.57
3142,2025-11-14,4599.7,490.4,740.5,38.69
3142,2025-11-15,4078.6,509.6,725.8,38.42
3142,2025-11-16,4491.4,491.9,723.1,38.36
3142,2025-11-17,4899.5,503.7,715.8,38.4
3142,2025-11-18,4526.5,497.9,733.6,38.57
3142,2025-11-19,4513.6,513.1,712.6,38.55
3142,2025-11-20,4609.6,492.0,724.7,38.51
3142,2025-11-21,4679.1,476.4,737.4,38.39
3142,2025-11-22,4100.5,479.3,708.8,38.58
3142,2025-11-23,4163.5,492.0,707.7,38.38
3142,2025-11-24,4542.1,481.3,696.1,38.62
3142,2025-11-25,4357.0,506.2,698.7,38.79
3142,2025-11-26,4762.4,493.0,683.4,38.54
3142,2025-11-27,4437.0,535.6,734.6,38.56
3142,2025-11-28,4113.1,473.9,756.2,38.45
3142,2025-11-29,4246.4,503.1,748.5,38.32
3142,2025-11-30,3950.1,483.1,687.5,38.44
3142,2025-12-01,4453.2,492.6,734.5,38.39
3142,2025-12-02,4462.3,502.1,748.4,38.36
3142,2025-12-03,4415.1,465.1,710.9,38.67
3142,2025-12-04,4715.8,503.6,722.0,38.53
3142,2025-12-05,4739.7,528.5,679.8,38.54
3142,2025-12-06,4465.9,493.2,725.3,38.47
3142,2025-12-07,4073.1,503.9,698.7,38.48
3142,2025-12-08,4623.5,515.4,724.0,38.6
3142,2025-12-09,4611.1,497.5,688.8,38.5
3142,2025-12-10,4561.9,491.3,730.9,38.55
3142,2025-12-11,4696.3,465.9,740.5,38.48
3142,2025-12-12,4267.0,509.6,704.3,38.47
3142,2025-12-13,4901.8,498.3,697.3,38.36
3142,2025-12-14,4308.1,484.8,676.9,38.3
3142,2025-12-15,4649.8,501.9,714.7,38.47
3142,2025-12-16,4162.5,491.2,708.4,38.51
3142,2025-12-17,4313.9,492.1,689.0,38.37
3142,2025-12-18,4803.3,509.1,729.1,38.5
3142,2025-12-19,4447.8,479.9,711.0,38.51
3142,2025-12-20,4668.0,515.7,698.5,38.28
3142,2025-12-21,4547.4,479.0,708.9,38.41
3142,2025-12-22,4479.0,490.1,741.4,38.54
3142,2025-12-23,4772.8,528.8,732.1,38.54
3142,2025-12-24,4452.7,516.9,717.4,38.38
3142,2025-12-25,4143.9,501.5,732.4,38.52
3142,2025-12-26,4339.4,485.9,696.8,38.6
3142,2025-12-27,4610.2,492.1,720.6,38.58
3142,2025-12-28,4579.1,501.1,722.9,38.49
3142,2025-12-29,4186.6,500.6,710.6,38.45
3142,2025-12-30,4355.1,498.6,728.7,38.44
3142,2025-12-31,4383.7,499.5,704.4,38.55
3142,2026-01-01,4426.9,496.8,730.2,38.52
3142,2026-01-02,4224.8,478.4,731.0,38.56
3142,2026-01-03,4374.3,492.3,661.7,38.51
3142,2026-01-04,4354.3,513.7,743.8,38.58
3142,2026-01-05,4654.3,479.5,659.0,38.51
3142,2026-01-06,4661.8,497.2,707.7,38.58
3142,2026-01-07,4470.8,487.7,740.5,38.59
3142,2026-01-08,4421.6,501.7,713.7,38.42
3142,2026-01-09,4528.0,494.2,690.7,38.32
3142,2026-01-10,4336.7,522.2,698.1,38.65
3142,2026-01-11,4270.6,507.6,740.5,38.53
3142,2026-01-12,4312.0,480.3,681.6,38.33
3142,2026-01-13,4373.0,510.1,742.6,38.43
3142,2026-01-14,4267.3,488.4,718.9,38.58
3142,2026-01-15,4532.4,491.3,696.2,38.47
3142,2026-01-16,4645.9,504.7,708.3,38.45
3142,2026-01-17,4182.6,492.6,699.7,38.64
3142,2026-01-18,4505.0,513.4,737.3,38.4
3142,2026-01-19,4456.0,488.4,734.6,38.42
3142,2026-01-20,4568.3,490.7,685.6,38.52
3142,2026-01-21,4497.4,490.2,711.9,38.54
3142,2026-01-22,4209.3,491.5,702.7,38.55
3142,2026-01-23,4247.5,516.5,745.9,38.59
3142,2026-01-24,4505.9,509.4,693.0,38.52
3142,2026-01-25,4705.8,525.6,752.1,38.55
3142,2026-01-26,4057.2,534.0,719.3,38.47
3142,2026-01-27,4569.1,484.5,696.8,38.51
3142,2026-01-28,4737.9,501.1,706.5,38.51
3142,2026-01-29,4469.4,482.4,704.0,38.52
3142,2026-01-30,4610.0,488.3,694.5,38.58
3142,2026-01-31,4359.4,490.5,721.9,38.56
3142,2026-02-01,4476.1,484.1,695.4,38.5
3142,2026-02-02,4175.8,484.2,676.4,38.42
3142,2026-02-03,4031.1,497.8,712.4,38.51
3142,2026-02-04,4688.6,481.7,683.9,38.5
3142,2026-02-05,4303.0,512.6,705.0,38.52
3142,2026-02-06,4408.9,486.2,701.8,38.72
