tenant_id,move_id,animal_id,move_date,from_pen,to_pen,reason
default,PM_000045,3015,2025-12-08,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000046,3015,2025-12-29,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000047,3016,2026-02-22,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000048,3016,2026-03-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000049,3017,2026-02-15,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000050,3017,2026-03-08,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000051,3018,2025-12-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000052,3018,2025-12-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000053,3019,2026-02-21,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000054,3019,2026-03-14,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000055,3020,2025-09-15,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000056,3020,2025-10-06,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000057,3020,2026-01-13,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000058,3021,2026-03-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000059,3021,2026-03-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000060,3022,2026-04-03,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000061,3022,2026-04-24,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000062,3023,2025-09-09,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000063,3023,2025-09-30,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000064,3023,2026-01-07,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000065,3024,2025-03-22,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000066,3024,2025-04-12,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000067,3024,2025-07-20,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000068,3025,2026-02-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000069,3025,2026-03-05,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000070,3026,2025-04-26,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000071,3026,2025-05-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000072,3026,2025-08-24,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000073,3027,2026-03-27,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000074,3027,2026-04-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000075,3028,2025-11-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000076,3028,2025-12-08,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000077,3028,2026-03-17,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000078,3029,2025-09-19,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000079,3029,2025-10-10,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000080,3029,2026-01-17,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000081,3030,2026-03-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000082,3030,2026-03-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000083,3031,2026-04-18,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000084,3031,2026-05-09,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000085,3032,2025-04-06,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000086,3032,2025-04-27,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000087,3032,2025-08-04,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000088,3033,2025-09-25,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000089,3033,2025-10-16,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000090,3033,2026-01-23,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000091,3034,2025-11-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000092,3034,2025-12-08,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000093,3034,2026-03-17,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000094,3035,2025-06-28,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000095,3035,2025-07-19,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000096,3035,2025-10-26,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000097,3036,2025-08-15,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000098,3036,2025-09-05,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000099,3036,2025-12-13,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000100,3037,2026-01-16,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000101,3037,2026-02-06,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000102,3038,2026-02-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000103,3038,2026-03-04,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000104,3039,2026-03-29,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000105,3039,2026-04-19,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000106,3040,2026-01-29,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000107,3040,2026-02-19,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000108,3041,2026-03-28,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000109,3041,2026-04-18,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000110,3042,2026-04-16,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000111,3042,2026-05-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000112,3043,2025-10-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000113,3043,2025-11-01,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000114,3043,2026-02-08,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000115,3044,2025-06-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000116,3044,2025-07-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000117,3044,2025-10-09,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000118,3045,2026-02-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000119,3045,2026-02-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000120,3046,2025-06-24,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000121,3046,2025-07-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000122,3046,2025-10-22,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000123,3047,2025-06-24,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000124,3047,2025-07-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000125,3047,2025-10-22,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000126,3048,2025-09-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000127,3048,2025-10-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000128,3048,2026-01-09,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000129,3049,2026-01-10,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000130,3049,2026-01-31,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000131,3050,2025-09-20,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000132,3050,2025-10-11,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000133,3050,2026-01-18,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000134,3051,2026-02-05,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000135,3051,2026-02-26,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000136,3052,2025-06-21,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000137,3052,2025-07-12,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000138,3052,2025-10-19,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000139,3053,2026-03-04,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000140,3053,2026-03-25,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000141,3054,2026-04-18,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000142,3054,2026-05-09,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000143,3055,2025-07-08,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000144,3055,2025-07-29,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000145,3055,2025-11-05,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000146,3056,2026-03-28,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000147,3056,2026-04-18,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000148,3057,2026-04-13,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000149,3057,2026-05-04,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000150,3058,2026-04-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000151,3058,2026-04-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000152,3059,2026-02-14,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000153,3059,2026-03-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000154,3060,2025-11-03,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000155,3060,2025-11-24,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000156,3060,2026-03-03,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000157,3061,2025-04-18,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000158,3061,2025-05-09,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000159,3061,2025-08-16,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000160,3062,2025-11-30,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000161,3062,2025-12-21,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000162,3063,2025-11-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000163,3063,2025-12-03,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000164,3063,2026-03-12,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000165,3064,2026-03-26,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000166,3064,2026-04-16,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000167,3065,2025-11-25,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000168,3065,2025-12-16,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000169,3066,2025-10-14,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000170,3066,2025-11-04,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000171,3066,2026-02-11,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000172,3067,2026-01-21,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000173,3067,2026-02-11,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000174,3068,2026-04-03,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000175,3068,2026-04-24,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000176,3069,2025-08-28,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000177,3069,2025-09-18,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000178,3069,2025-12-26,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000179,3070,2025-12-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000180,3070,2026-01-01,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000181,3071,2025-06-09,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000182,3071,2025-06-30,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000183,3071,2025-10-07,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000184,3072,2026-03-14,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000185,3072,2026-04-04,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000186,3073,2026-04-06,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000187,3073,2026-04-27,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000188,3074,2025-10-05,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000189,3074,2025-10-26,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000190,3074,2026-02-02,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000191,3075,2026-02-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000192,3075,2026-02-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000193,3076,2025-09-23,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000194,3076,2025-10-14,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000195,3076,2026-01-21,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000196,3077,2026-01-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000197,3077,2026-02-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000198,3078,2026-03-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000199,3078,2026-04-01,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000200,3079,2026-02-09,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000201,3079,2026-03-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000202,3080,2026-02-03,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000203,3080,2026-02-24,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000204,3081,2026-03-13,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000205,3081,2026-04-03,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000206,3082,2025-11-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000207,3082,2025-12-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000208,3082,2026-03-11,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000209,3083,2025-11-19,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000210,3083,2025-12-10,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000211,3083,2026-03-19,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000212,3084,2025-11-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000213,3084,2025-11-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000214,3084,2026-03-01,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000215,3085,2025-05-27,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000216,3085,2025-06-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000217,3085,2025-09-24,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000218,3086,2025-11-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000219,3086,2025-11-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000220,3086,2026-03-02,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000221,3087,2026-02-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000222,3087,2026-03-05,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000223,3088,2026-02-09,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000224,3088,2026-03-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000225,3089,2025-12-25,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000226,3089,2026-01-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000227,3090,2025-11-19,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000228,3090,2025-12-10,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000229,3090,2026-03-19,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000230,3091,2026-04-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000231,3091,2026-04-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000232,3092,2025-03-25,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000233,3092,2025-04-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000234,3092,2025-07-23,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000235,3093,2025-08-30,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000236,3093,2025-09-20,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000237,3093,2025-12-28,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000238,3094,2025-12-14,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000239,3094,2026-01-04,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000240,3095,2025-05-23,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000241,3095,2025-06-13,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000242,3095,2025-09-20,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000243,3096,2026-01-08,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000244,3096,2026-01-29,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000245,3097,2026-03-10,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000246,3097,2026-03-31,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000247,3098,2025-10-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000248,3098,2025-10-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000249,3098,2026-01-30,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000250,3099,2026-03-31,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000251,3099,2026-04-21,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000252,3100,2026-02-27,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000253,3100,2026-03-20,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000254,3101,2026-02-22,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000255,3101,2026-03-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000256,3102,2026-04-03,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000257,3102,2026-04-24,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000258,3103,2025-05-10,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000259,3103,2025-05-31,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000260,3103,2025-09-07,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000261,3104,2026-01-29,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000262,3104,2026-02-19,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000263,3105,2025-07-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000264,3105,2025-07-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000265,3105,2025-10-29,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000266,3106,2025-11-15,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000267,3106,2025-12-06,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000268,3106,2026-03-15,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000269,3107,2026-01-03,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000270,3107,2026-01-24,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000271,3108,2025-10-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000272,3108,2025-10-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000273,3108,2026-01-29,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000274,3109,2025-12-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000275,3109,2026-01-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000276,3110,2025-04-06,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000277,3110,2025-04-27,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000278,3110,2025-08-04,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000279,3111,2025-10-09,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000280,3111,2025-10-30,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000281,3111,2026-02-06,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000282,3112,2025-05-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000283,3112,2025-06-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000284,3112,2025-09-14,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000285,3113,2025-10-22,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000286,3113,2025-11-12,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000287,3113,2026-02-19,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000288,3114,2025-06-22,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000289,3114,2025-07-13,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000290,3114,2025-10-20,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000291,3115,2026-04-20,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000292,3115,2026-05-11,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000293,3116,2025-11-24,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000294,3116,2025-12-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000295,3117,2026-01-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000296,3117,2026-01-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000297,3118,2025-03-20,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000298,3118,2025-04-10,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000299,3118,2025-07-18,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000300,3119,2025-12-22,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000301,3119,2026-01-12,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000302,3120,2025-08-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000303,3120,2025-08-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000304,3120,2025-11-30,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000305,3121,2025-05-24,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000306,3121,2025-06-14,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000307,3121,2025-09-21,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000308,3122,2025-12-16,P_DRY_CLOSE_UP,P_FRESH,post_calving
